tourney_id,tourney_name,surface,draw_size,tourney_level,tour_yr,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,20,104026,7,,Joachim Johansson,R,198,SWE,22.29979466,103084,,,Guillermo Canas,R,185,ARG,26.89664613,7-6(3) 7-5,3,R32,112,23,5,62,36,35,17,12,0,0,3,3,83,48,37,17,12,6,7,11,1505,16,1369
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,21,103900,4,,David Nalbandian,R,180,ARG,22.79534565,104417,,,Robin Soderling,R,193,SWE,20.1779603,7-6(5) 6-3,3,R32,89,5,4,72,41,33,17,11,4,5,7,4,62,36,23,16,10,1,3,10,1700,34,965
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,22,103387,16,,Paradorn Srichaphan,R,185,THA,25.34702259,102374,,WC,Alex Corretja,R,180,ESP,30.52156057,7-6(5) 6-3,3,R32,102,10,2,72,36,30,19,11,1,2,8,1,77,48,35,11,10,7,9,25,1155,86,471
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,23,103163,,,Tommy Haas,R,188,GER,26.54346338,102562,11,,Jiri Novak,R,190,CZE,29.57700205,6-1 6-4,3,R32,54,13,1,48,26,23,15,9,2,2,1,0,55,33,18,11,8,3,6,26,1135,21,1260
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,24,103758,,,Taylor Dent,R,188,USA,23.48528405,103454,5,,Nicolas Massu,R,183,CHI,25.02395619,6-3 3-6 6-3,3,R32,128,5,7,86,56,43,16,14,3,5,5,1,96,62,37,20,13,9,12,40,855,18,1305
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,25,103632,,,Luis Horna,R,180,PER,24.09308693,103507,6,,Juan Carlos Ferrero,R,183,ESP,24.68172485,6-3 6-1,3,R32,79,2,2,53,33,26,11,8,3,3,2,6,63,27,18,15,8,6,10,41,845,33,1030
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,26,102318,9,,Andrei Pavel,R,183,ROU,30.72416153,103888,,,Mardy Fish,R,188,USA,22.85831622,6-1 3-6 7-6(2),3,R32,110,9,3,94,54,40,20,14,6,8,11,5,88,48,37,15,14,3,6,15,1399,30,1070
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,27,102905,,Q,Stefan Koubek,L,175,AUT,27.79192334,103602,15,,Fernando Gonzalez,R,183,CHI,24.22176591,6-1 3-6 7-6(5),3,R32,140,6,8,122,63,44,30,14,14,16,9,10,102,65,50,11,14,4,7,92,442,20,1280
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,28,103498,3,,Marat Safin,R,193,RUS,24.72553046,103852,,,Feliciano Lopez,L,188,ESP,23.07734428,7-5 6-7(5) 6-3,3,R32,136,17,3,97,51,42,30,17,3,6,16,4,104,58,42,25,16,0,1,9,1840,27,1120
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,29,103990,8,,Tommy Robredo,R,180,ESP,22.46680356,104068,,,Robby Ginepri,R,183,USA,22.03148528,6-4 3-6 6-3,3,R32,100,8,6,80,42,36,21,14,1,2,1,2,85,55,36,20,14,3,5,13,1450,60,635
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,30,104269,,,Fernando Verdasco,L,188,ESP,20.92539357,103103,10,,Dominik Hrbaty,R,183,SVK,26.7871321,6-4 7-6(4),3,R32,100,9,4,84,42,36,19,11,6,7,3,5,72,39,28,16,11,2,4,39,858,12,1463
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,31,102434,14,,Vincent Spadea,R,183,USA,30.25051335,104745,,,Rafael Nadal,L,185,ESP,18.37645448,6-4 4-6 6-3,3,R32,151,1,4,88,44,30,24,15,3,7,0,4,102,74,46,11,14,11,16,23,1200,50,755
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,32,101736,2,,Andre Agassi,R,180,USA,34.47227926,103018,,Q,Max Mirnyi,R,196,BLR,27.28542094,7-6(5) 6-3,3,R32,88,10,1,77,40,29,23,10,5,5,11,6,60,37,32,11,11,2,4,7,2140,76,520
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,33,103344,,,Ivan Ljubicic,R,193,CRO,25.58521561,102450,1,,Tim Henman,R,185,GBR,30.11635866,6-4 4-6 6-2,3,R16,118,10,1,70,38,30,24,14,0,1,5,7,89,45,34,22,14,4,7,29,1085,5,2720
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,34,104026,7,,Joachim Johansson,R,198,SWE,22.29979466,102179,,Q,Antony Dupuis,R,185,FRA,31.64681725,6-1 7-6(6),3,R16,80,21,3,56,34,28,18,10,0,0,11,2,60,35,29,11,9,2,4,11,1505,96,436
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,35,103900,4,,David Nalbandian,R,180,ARG,22.79534565,103387,16,,Paradorn Srichaphan,R,185,THA,25.34702259,6-3 6-1,3,R16,55,5,1,40,28,22,10,8,0,0,5,2,48,27,16,8,8,2,6,10,1700,25,1155
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,36,103758,,,Taylor Dent,R,188,USA,23.48528405,103163,,,Tommy Haas,R,188,GER,26.54346338,7-6(3) 6-2,3,R16,86,5,5,70,45,32,12,10,4,6,3,7,71,34,23,16,10,5,9,40,855,26,1135
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,37,103632,,,Luis Horna,R,180,PER,24.09308693,102318,9,,Andrei Pavel,R,183,ROU,30.72416153,7-5 6-4,3,R16,71,13,3,65,54,44,6,11,2,2,12,1,61,35,29,10,11,0,2,41,845,15,1399
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,38,103498,3,,Marat Safin,R,193,RUS,24.72553046,102905,,Q,Stefan Koubek,L,175,AUT,27.79192334,6-3 6-3,3,R16,59,13,2,48,28,25,12,9,3,3,2,4,58,36,24,9,9,3,6,9,1840,92,442
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,39,103990,8,,Tommy Robredo,R,180,ESP,22.46680356,104269,,,Fernando Verdasco,L,188,ESP,20.92539357,2-6 6-4 6-3,3,R16,117,5,3,81,52,41,13,13,6,8,7,3,90,58,36,21,14,11,14,13,1450,39,858
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,40,101736,2,,Andre Agassi,R,180,USA,34.47227926,102434,14,,Vincent Spadea,R,183,USA,30.25051335,6-1 6-3,3,R16,59,7,4,50,28,22,14,8,6,6,7,2,50,23,15,12,8,5,9,7,2140,23,1200
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,41,103344,,,Ivan Ljubicic,R,193,CRO,25.58521561,104026,7,,Joachim Johansson,R,198,SWE,22.29979466,7-6(2) 6-7(1) 7-6(3),3,QF,162,27,1,112,77,62,22,18,1,1,15,4,122,69,54,33,18,2,2,29,1085,11,1505
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,42,103900,4,,David Nalbandian,R,180,ARG,22.79534565,103758,,,Taylor Dent,R,188,USA,23.48528405,7-6(4) 6-3,3,QF,83,4,0,71,43,35,15,11,2,3,3,3,58,43,31,6,10,2,4,10,1700,40,855
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,43,103498,3,,Marat Safin,R,193,RUS,24.72553046,103632,,,Luis Horna,R,180,PER,24.09308693,6-4 6-4,3,QF,79,9,4,60,29,25,19,10,3,3,5,1,68,44,33,10,10,2,4,9,1840,41,845
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,44,101736,2,,Andre Agassi,R,180,USA,34.47227926,103990,8,,Tommy Robredo,R,180,ESP,22.46680356,6-7(3) 6-3 6-2,3,QF,147,6,2,112,59,46,28,15,10,11,17,6,108,52,36,27,14,7,11,7,2140,13,1450
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,45,103900,4,,David Nalbandian,R,180,ARG,22.79534565,103344,,,Ivan Ljubicic,R,193,CRO,25.58521561,6-4 6-4,3,SF,85,3,0,60,33,24,21,10,5,5,13,3,53,37,31,5,10,2,4,10,1700,29,1085
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,46,103498,3,,Marat Safin,R,193,RUS,24.72553046,101736,2,,Andre Agassi,R,180,USA,34.47227926,6-3 7-6(4),3,SF,94,12,2,72,38,33,20,11,4,4,5,2,78,39,31,17,10,6,7,9,1840,7,2140
2004-1536,Madrid Masters,Hard,48,M,2004,20041018,47,103498,3,,Marat Safin,R,193,RUS,24.72553046,103900,4,,David Nalbandian,R,180,ARG,22.79534565,6-2 6-4 6-3,5,F,112,15,2,73,42,34,20,14,1,3,1,3,82,41,25,16,13,7,13,9,1840,10,1700
2004-1720,Bangkok,Hard,32,A,2004,20040927,1,103819,1,,Roger Federer,R,185,SUI,23.137577,102143,,,Nicolas Thomann,R,183,FRA,31.8275154,6-4 7-6(4),3,R32,96,13,2,69,45,38,13,11,2,2,6,3,85,44,33,21,11,9,10,1,6760,507,39
2004-1720,Bangkok,Hard,32,A,2004,20040927,2,102730,,,Ivo Heuberger,R,188,SUI,28.60506502,102722,,,Attila Savolt,R,183,HUN,28.64339494,6-4 6-1,3,R32,73,16,5,56,33,32,9,9,3,3,3,7,58,34,25,5,8,3,6,129,329,592,29
2004-1720,Bangkok,Hard,32,A,2004,20040927,3,103385,,,Paul Baccanello,R,183,AUS,25.29500342,101820,,,Marc Rosset,R,201,SUI,33.88911704,7-6(2) 1-6 7-6(4),3,R32,126,8,3,86,50,42,24,15,1,3,19,9,109,59,50,26,16,3,3,362,78,108,382
2004-1720,Bangkok,Hard,32,A,2004,20040927,4,104417,8,,Robin Soderling,R,193,SWE,20.12046543,103248,,,Harel Levy,R,185,ISR,26.14647502,6-3 6-4,3,R32,72,7,3,56,35,29,13,10,1,1,7,2,82,46,31,17,9,6,8,50,740,169,235
2004-1720,Bangkok,Hard,32,A,2004,20040927,5,103387,4,,Paradorn Srichaphan,R,185,THA,25.28952772,103843,,,Marco Chiudinelli,R,185,SUI,23.04722793,6-4 7-6(3),3,R32,88,6,0,63,38,32,14,11,1,2,5,3,74,46,31,15,11,2,4,20,1280,144,285
2004-1720,Bangkok,Hard,32,A,2004,20040927,6,104166,,,Alex Bogomolov Jr,R,178,RUS,21.43189596,103154,,Q,Jaymon Crabb,R,183,AUS,26.56262834,6-3 6-2,3,R32,65,5,5,65,32,26,15,9,4,5,4,3,50,31,19,6,8,2,6,102,409,409,63
2004-1720,Bangkok,Hard,32,A,2004,20040927,7,102615,,,Dennis Van Scheppingen,R,185,NED,29.23203285,104925,,WC,Novak Djokovic,R,188,SRB,17.35249829,4-6 7-5 6-4,3,R32,112,7,7,88,57,39,18,16,3,7,15,12,118,70,45,22,16,10,15,81,496,248,148
2004-1720,Bangkok,Hard,32,A,2004,20040927,8,103758,5,,Taylor Dent,R,188,USA,23.42778919,102925,,,Justin Gimelstob,R,196,USA,27.66872005,4-6 6-4 6-4,3,R32,125,2,8,101,74,51,9,15,10,14,3,5,95,53,37,19,15,3,8,34,920,224,171
2004-1720,Bangkok,Hard,32,A,2004,20040927,9,102836,,Q,Rogier Wassen,R,190,NED,28.13415469,104214,7,,Igor Andreev,R,185,RUS,21.2073922,6-1 6-2,3,R32,48,6,4,41,24,21,9,8,1,2,3,3,44,26,12,7,7,1,6,542,35,39,826
2004-1720,Bangkok,Hard,32,A,2004,20040927,10,103581,,,Flavio Saretta,R,183,BRA,24.24914442,104250,,WC,Prakash Amritraj,R,188,IND,20.98836413,6-3 6-3,3,R32,71,3,3,58,33,23,14,9,2,4,1,2,55,33,18,10,9,4,9,126,336,301,107
2004-1720,Bangkok,Hard,32,A,2004,20040927,11,103181,,,Jiri Vanek,R,185,CZE,26.42847365,103821,,WC,Danai Udomchoke,R,173,THA,23.12936345,3-6 7-5 6-2,3,R32,129,14,2,109,57,44,21,14,11,14,1,2,104,69,39,22,15,12,17,130,329,165,243
2004-1720,Bangkok,Hard,32,A,2004,20040927,12,103498,3,,Marat Safin,R,193,RUS,24.66803559,103174,,,Noam Okun,R,185,ISR,26.45037645,6-2 6-3,3,R32,63,4,2,45,33,28,6,8,0,0,1,4,59,28,17,13,9,4,8,9,1760,148,282
2004-1720,Bangkok,Hard,32,A,2004,20040927,13,102563,,,Thomas Johansson,R,180,SWE,29.51403149,103852,6,,Feliciano Lopez,L,188,ESP,23.01984942,6-1 2-6 7-6(5),3,R32,109,13,4,91,46,36,24,14,4,6,7,7,84,43,36,18,13,3,5,48,753,29,1030
2004-1720,Bangkok,Hard,32,A,2004,20040927,14,103201,,,Adrian Garcia,R,175,CHI,26.34360027,102667,,Q,Satoshi Iwabuchi,L,175,JPN,28.97467488,7-6(5) 6-3,3,R32,65,5,2,65,43,36,14,11,1,1,1,1,61,47,32,11,10,2,3,115,370,327,91
2004-1720,Bangkok,Hard,32,A,2004,20040927,15,103319,,,Jeff Morrison,R,185,USA,25.64544832,102306,,Q,Michael Kohlmann,R,188,GER,30.71047228,6-3 6-4,3,R32,64,9,4,53,29,25,16,10,0,0,3,1,64,35,25,14,9,2,4,97,428,321,94
2004-1720,Bangkok,Hard,32,A,2004,20040927,16,104053,2,,Andy Roddick,R,188,USA,22.07802875,103157,,LL,Arvind Parmar,R,193,GBR,26.51882272,6-1 6-4,3,R32,65,11,3,62,43,30,12,9,4,7,5,1,51,27,17,10,8,0,4,2,3770,179,221
2004-1720,Bangkok,Hard,32,A,2004,20040927,17,103819,1,,Roger Federer,R,185,SUI,23.137577,102730,,,Ivo Heuberger,R,188,SUI,28.60506502,6-1 6-3,3,R16,51,6,1,46,26,21,13,8,2,3,3,1,47,25,15,6,8,2,7,1,6760,129,329
2004-1720,Bangkok,Hard,32,A,2004,20040927,18,104417,8,,Robin Soderling,R,193,SWE,20.12046543,103385,,,Paul Baccanello,R,183,AUS,25.29500342,6-1 6-3,3,R16,64,7,1,58,32,21,15,8,0,1,5,4,52,30,19,5,8,3,8,50,740,362,78
2004-1720,Bangkok,Hard,32,A,2004,20040927,19,103387,4,,Paradorn Srichaphan,R,185,THA,25.28952772,104166,,,Alex Bogomolov Jr,R,178,RUS,21.43189596,6-0 7-6(4),3,R16,77,1,1,55,29,22,17,9,0,1,2,2,60,38,22,7,9,1,5,20,1280,102,409
2004-1720,Bangkok,Hard,32,A,2004,20040927,20,102615,,,Dennis Van Scheppingen,R,185,NED,29.23203285,103758,5,,Taylor Dent,R,188,USA,23.42778919,6-0 6-4,3,R16,47,0,2,40,25,20,12,8,0,4,8,2,40,20,15,7,8,0,0,81,496,34,920
2004-1720,Bangkok,Hard,32,A,2004,20040927,21,103581,,,Flavio Saretta,R,183,BRA,24.24914442,102836,,Q,Rogier Wassen,R,190,NED,28.13415469,3-6 6-1 6-2,3,R16,92,8,3,75,39,32,18,12,3,4,3,4,74,40,29,14,12,1,5,126,336,542,35
2004-1720,Bangkok,Hard,32,A,2004,20040927,22,103498,3,,Marat Safin,R,193,RUS,24.66803559,103181,,,Jiri Vanek,R,185,CZE,26.42847365,6-3 6-4,3,R16,72,6,1,72,46,37,11,9,2,2,7,1,62,35,29,9,10,8,10,9,1760,130,329
2004-1720,Bangkok,Hard,32,A,2004,20040927,23,102563,,,Thomas Johansson,R,180,SWE,29.51403149,103201,,,Adrian Garcia,R,175,CHI,26.34360027,6-3 6-3,3,R16,69,4,1,56,32,28,11,9,1,1,1,2,48,28,16,12,9,1,4,48,753,115,370
2004-1720,Bangkok,Hard,32,A,2004,20040927,24,104053,2,,Andy Roddick,R,188,USA,22.07802875,103319,,,Jeff Morrison,R,185,USA,25.64544832,6-2 6-7(4) 6-4,3,R16,112,12,3,92,59,47,21,15,1,1,13,5,106,64,49,20,15,6,9,2,3770,97,428
2004-1720,Bangkok,Hard,32,A,2004,20040927,25,103819,1,,Roger Federer,R,185,SUI,23.137577,104417,8,,Robin Soderling,R,193,SWE,20.12046543,7-6(3) 6-4,3,QF,82,14,3,71,39,33,12,11,2,4,3,5,74,46,29,12,11,1,4,1,6760,50,740
2004-1720,Bangkok,Hard,32,A,2004,20040927,26,103387,4,,Paradorn Srichaphan,R,185,THA,25.28952772,102615,,,Dennis Van Scheppingen,R,185,NED,29.23203285,6-2 7-5,3,QF,69,12,4,57,32,24,16,10,3,4,1,6,59,34,24,9,10,3,7,20,1280,81,496
2004-1720,Bangkok,Hard,32,A,2004,20040927,27,103498,3,,Marat Safin,R,193,RUS,24.66803559,103581,,,Flavio Saretta,R,183,BRA,24.24914442,6-2 6-1,3,QF,52,6,1,41,24,18,14,7,0,0,1,5,44,21,14,6,8,1,5,9,1760,126,336
2004-1720,Bangkok,Hard,32,A,2004,20040927,28,104053,2,,Andy Roddick,R,188,USA,22.07802875,102563,,,Thomas Johansson,R,180,SWE,29.51403149,6-3 6-4,3,QF,51,21,4,55,35,31,11,10,0,0,10,1,43,27,23,8,9,2,4,2,3770,48,753
2004-1720,Bangkok,Hard,32,A,2004,20040927,29,103819,1,,Roger Federer,R,185,SUI,23.137577,103387,4,,Paradorn Srichaphan,R,185,THA,25.28952772,7-5 2-6 6-3,3,SF,115,7,4,80,47,38,16,15,4,7,5,2,101,61,41,20,14,8,11,1,6760,20,1280
2004-1720,Bangkok,Hard,32,A,2004,20040927,30,104053,2,,Andy Roddick,R,188,USA,22.07802875,103498,3,,Marat Safin,R,193,RUS,24.66803559,7-6(1) 6-7(0) 7-6(2),3,SF,126,18,5,118,68,54,31,18,1,1,18,1,105,62,53,26,18,1,1,2,3770,9,1760
2004-1720,Bangkok,Hard,32,A,2004,20040927,31,103819,1,,Roger Federer,R,185,SUI,23.137577,104053,2,,Andy Roddick,R,188,USA,22.07802875,6-4 6-0,3,F,57,11,2,52,32,23,13,8,2,2,8,2,57,40,23,6,8,4,8,1,6760,2,3770
2004-301,Auckland,Hard,32,A,2004,20040112,1,103909,1,,Guillermo Coria,R,175,ARG,21.99589322,103017,,,Nicolas Kiefer,R,183,GER,26.52156057,7-6(4) 6-3,3,R32,96,2,2,68,35,24,21,11,2,4,6,5,64,30,23,15,10,4,7,5,3330,57,616
2004-301,Auckland,Hard,32,A,2004,20040112,2,103103,,,Dominik Hrbaty,R,183,SVK,26.02053388,103066,,WC,Mark Nielsen,R,185,NZL,26.26146475,6-3 6-2,3,R32,70,3,6,69,43,30,15,9,5,5,2,3,54,32,18,12,8,5,8,54,639,578,31
2004-301,Auckland,Hard,32,A,2004,20040112,3,104259,,Q,Philipp Kohlschreiber,R,178,GER,20.24093087,103632,,,Luis Horna,R,180,PER,23.32648871,6-4 6-3,3,R32,77,5,2,68,37,24,18,9,4,5,2,3,56,39,25,6,10,1,5,198,183,60,548
2004-301,Auckland,Hard,32,A,2004,20040112,4,103292,6,,Gaston Gaudio,R,175,ARG,25.09240246,103285,,,Radek Stepanek,R,185,CZE,25.12525667,7-5 6-3,3,R32,87,3,2,64,41,33,15,11,3,3,3,3,67,35,26,16,10,3,5,34,1030,43,790
2004-301,Auckland,Hard,32,A,2004,20040112,5,102856,3,,Gustavo Kuerten,R,190,BRA,27.33744011,102374,,WC,Alex Corretja,R,180,ESP,29.75496235,6-7(7) 7-6(3) 7-5,3,R32,166,16,6,128,62,48,29,18,3,8,6,2,114,68,44,23,18,6,12,19,1370,99,391
2004-301,Auckland,Hard,32,A,2004,20040112,6,103252,,,Alberto Martin,R,175,ESP,25.3963039,102905,,,Stefan Koubek,L,175,AUT,27.02532512,6-4 6-4,3,R32,77,1,5,65,39,27,15,10,1,3,1,4,77,50,28,12,10,10,14,52,642,91,410
2004-301,Auckland,Hard,32,A,2004,20040112,7,103699,,Q,Fred Hemmes,R,183,NED,22.954141,104417,,,Robin Soderling,R,193,SWE,19.41136208,6-2 6-3,3,R32,70,6,0,55,36,28,11,9,2,2,3,4,66,42,23,12,8,10,13,215,166,56,619
2004-301,Auckland,Hard,32,A,2004,20040112,8,102434,5,,Vincent Spadea,R,183,USA,29.48391513,101774,,,Todd Martin,R,198,USA,33.51403149,6-3 6-4,3,R32,77,1,0,59,36,28,16,10,0,0,5,3,60,38,30,7,9,6,8,29,1100,66,524
2004-301,Auckland,Hard,32,A,2004,20040112,9,102148,,,Fabrice Santoro,R,178,FRA,31.09103354,103813,8,,Jarkko Nieminen,L,185,FIN,22.47227926,6-1 6-4,3,R32,63,3,1,51,29,19,10,9,1,4,1,3,54,27,13,8,8,4,10,64,539,37,1015
2004-301,Auckland,Hard,32,A,2004,20040112,10,102571,,,Gregory Carraz,R,190,FRA,28.76112252,103971,,,Karol Beck,R,180,SVK,21.77686516,6-4 6-7(3) 6-3,3,R32,142,14,16,117,69,54,17,16,10,13,6,3,125,68,45,26,15,15,20,65,534,62,545
2004-301,Auckland,Hard,32,A,2004,20040112,11,104339,,Q,Mario Ancic,R,196,CRO,19.78644764,104036,,WC,Simon Rea,L,,NZL,21.48665298,6-2 6-1,3,R32,52,8,1,31,19,18,10,7,0,0,1,10,55,22,12,11,8,4,9,74,475,963,7
2004-301,Auckland,Hard,32,A,2004,20040112,12,104745,,,Rafael Nadal,L,185,ESP,17.60985626,102854,4,,Sjeng Schalken,R,193,NED,27.34291581,7-6(2) 6-4,3,R32,125,1,0,88,65,39,14,11,6,9,1,0,92,71,38,11,11,9,13,48,766,16,1445
