tourney_id,tourney_name,surface,draw_size,tourney_level,tour_yr,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-M035,Washington,Hard,64,A,2019,20190729,282,104545,5,,John Isner,R,206,USA,34.25598905,128034,,,Hubert Hurkacz,R,196,POL,22.45859001,6-4 6-4,3,R32,80,14,1,58,29,25,19,10,6,6,9,1,60,37,27,13,10,4,6,15,2040,44,1023
2019-560,US Open,Hard,128,G,2019,20190826,200,103819,3,,Roger Federer,R,185,SUI,38.04791239,105554,,,Daniel Evans,R,175,GBR,29.25941136,6-2 6-2 6-1,5,R32,80,10,1,61,40,32,15,12,1,2,0,4,67,34,14,13,11,7,14,3,6950,58,955
2019-7581,Chengdu,Hard,32,A,2019,20190923,280,105807,,,Pablo Carreno Busta,R,188,ESP,28.19986311,105430,,,Radu Albot,R,175,MDA,29.86447639,6-3 6-4,3,R32,80,6,0,56,34,29,13,10,3,3,4,6,63,41,30,8,9,8,10,63,942,42,1087
2019-M015,Beijing,Hard,32,A,2019,20190930,271,200000,,,Felix Auger Aliassime,R,193,CAN,19.1430527,105077,,SE,Albert Ramos,L,188,ESP,31.70157426,6-3 6-4,3,R32,80,11,3,51,34,31,10,10,1,1,5,2,62,43,30,8,9,4,6,20,1719,44,1095
2019-0429,Stockholm,Hard,32,A,2019,20191014,288,106415,,,Yoshihito Nishioka,L,170,JPN,24.04654346,126203,3,,Taylor Fritz,R,193,USA,21.96030116,7-5 6-4,3,R16,80,1,0,56,39,27,12,11,1,3,9,0,61,37,24,12,11,1,5,74,780,29,1360
2019-0352,Paris Masters,Hard,64,M,2019,20191028,267,106378,,,Kyle Edmund,R,188,GBR,24.80219028,105575,,Q,Ricardas Berankis,R,175,LTU,29.35249829,6-4 6-3,3,R64,80,8,1,59,31,27,14,10,1,2,4,2,63,35,23,15,9,4,7,75,710,70,809
2019-M020,Brisbane,Hard,32,A,2019,20181231,291,106421,4,,Daniil Medvedev,R,198,RUS,22.88569473,104918,,PR,Andy Murray,R,190,GBR,31.63039014,7-5 6-2,3,R16,81,16,2,54,34,27,13,10,0,1,6,1,60,39,27,7,10,2,6,16,1977,240,200
2019-M001,Sydney,Hard,32,A,2019,20190107,273,200282,5,,Alex De Minaur,R,183,AUS,19.88774812,105583,,,Dusan Lajovic,R,180,SRB,28.5229295,6-4 6-3,3,R32,81,2,1,62,38,30,12,10,2,3,4,1,59,38,28,7,9,4,7,29,1253,45,1010
2019-9158,Cordoba,Clay,32,A,2019,20190204,277,106228,,WC,Juan Ignacio Londero,R,,ARG,25.47296372,111797,5,,Nicolas Jarry,R,198,CHI,23.31827515,6-2 7-6(5),3,R32,81,1,3,72,44,34,16,10,5,5,5,1,57,34,29,12,10,1,3,112,498,41,1015
2019-7434,Sofia,Hard,32,A,2019,20190204,300,106421,3,,Daniil Medvedev,R,198,RUS,22.98151951,105916,,,Marton Fucsovics,R,188,HUN,26.98973306,6-4 6-3,3,F,81,6,1,59,30,21,16,9,2,3,4,2,60,38,28,3,10,5,9,16,2000,47,959
2019-0499,Delray Beach,Hard,32,A,2019,20190218,276,111442,,,Jordan Thompson,R,183,AUS,24.83230664,104719,,,Marcel Granollers,R,190,ESP,32.85420945,7-5 6-1,3,R32,81,6,1,59,32,27,14,10,4,5,6,0,55,35,22,7,9,3,7,68,740,111,511
2019-0495,Dubai,Hard,32,A,2019,20190225,285,105453,1,,Kei Nishikori,R,178,JPN,29.15811088,105332,,,Benoit Paire,R,196,FRA,29.80150582,6-4 6-3,3,R32,81,2,1,66,43,32,13,9,8,8,4,5,52,27,22,10,10,0,3,6,4190,65,795
2019-0533,Sao Paulo,Clay,32,A,2019,20190225,279,106426,,,Cristian Garin,R,185,CHI,22.74058864,105155,,,Pedro Sousa,R,180,POR,30.74880219,7-6(3) 6-2,3,R32,81,5,1,66,34,26,19,10,4,5,11,5,76,39,29,13,10,5,8,92,620,101,560
2019-M006,Indian Wells Masters,Hard,128,M,2019,20190304,251,133430,24,,Denis Shapovalov,L,185,CAN,19.88501027,105449,,,Steve Johnson,R,188,USA,29.19096509,6-3 6-4,3,R64,81,8,4,63,43,39,6,10,2,2,1,4,59,31,22,14,9,2,4,25,1485,38,1170
2019-0360,Marrakech,Clay,32,A,2019,20190408,285,100644,1,,Alexander Zverev,R,198,GER,21.96577687,104797,,,Denis Istomin,R,188,UZB,32.58316222,6-4 6-4,3,R32,81,13,2,58,36,31,12,10,3,3,3,0,64,37,29,11,10,7,9,3,6040,104,571
2019-0425,Barcelona,Clay,64,A,2019,20190422,240,104269,,,Fernando Verdasco,L,188,ESP,35.43326489,103852,,WC,Feliciano Lopez,L,188,ESP,37.58521561,6-4 6-3,3,R64,81,2,3,64,47,33,9,10,2,3,5,3,50,22,13,16,9,2,5,37,1155,93,630
2019-7648,Budapest,Clay,32,A,2019,20190422,288,105732,,,Pierre Hugues Herbert,R,188,FRA,28.09582478,104897,,LL,Matthias Bachinger,R,188,GER,32.05475702,7-5 6-2,3,R16,81,5,1,55,36,28,9,10,0,2,3,4,74,49,29,9,10,6,11,49,968,129,439
2019-7290,Estoril,Clay,32,A,2019,20190429,290,104291,,,Malek Jaziri,R,185,TUN,35.27173169,104919,,,Leonardo Mayer,R,188,ARG,31.95619439,7-6(2) 6-1,3,R16,81,2,1,59,35,30,16,10,1,1,2,3,54,37,25,10,9,0,2,75,732,62,850
2019-7694,Lyon,Clay,32,A,2019,20190520,297,105932,1,,Nikoloz Basilashvili,R,185,GEO,27.23613963,104542,,PR,Jo-Wilfried Tsonga,R,188,FRA,34.08898015,6-4 6-4,3,QF,81,1,2,68,43,31,12,10,1,2,9,4,57,37,26,9,10,1,4,18,1925,85,633
2019-M010,s Hertogenbosch,Grass,32,A,2019,20190610,284,111797,,,Nicolas Jarry,R,198,CHI,23.66324435,206173,,Q,Jannik Sinner,R,188,ITA,17.81519507,7-6(4) 6-3,3,R32,81,10,0,66,43,31,13,11,1,3,1,2,58,35,20,15,10,0,3,60,855,219,227
2019-0311,Queen's Club,Grass,32,A,2019,20190617,272,103917,,Q,Nicolas Mahut,R,190,FRA,37.4017796,126207,,,Frances Tiafoe,R,188,USA,21.40451745,6-3 7-6(5),3,R32,81,9,1,70,46,35,13,11,2,3,5,2,65,42,29,11,10,3,5,191,272,36,1230
2019-540,Wimbledon,Grass,128,G,2019,20190701,122,104898,,,Robin Haase,R,190,NED,32.23545517,106075,,,Jozef Kovalik,R,183,SVK,26.65297741,6-1 6-3 6-1,5,R128,81,7,1,61,35,29,17,11,2,2,2,9,74,48,28,7,12,3,10,76,716,165,330
2019-0316,Bastad,Clay,32,A,2019,20190715,298,106228,6,,Juan Ignacio Londero,R,,ARG,25.9137577,105077,,,Albert Ramos,L,188,ESP,31.49075975,6-3 6-4,3,SF,81,6,0,60,44,32,10,10,3,4,3,0,51,36,20,9,9,1,4,71,800,99,569
2019-0314,Gstaad,Clay,32,A,2019,20190722,300,105077,,,Albert Ramos,L,188,ESP,31.50992471,105649,,PR,Cedrik Marcel Stebe,L,183,GER,28.78302533,6-3 6-2,3,F,81,0,0,57,37,26,12,9,4,5,0,1,58,37,19,11,8,3,7,85,639,455,20
2019-0414,Hamburg,Clay,32,A,2019,20190722,291,104926,3,,Fabio Fognini,R,178,ITA,32.1615332,200484,,WC,Rudolf Molleker,R,,GER,18.73511294,7-5 6-4,3,R16,81,7,3,57,29,24,18,11,1,2,4,3,67,41,28,12,11,2,5,10,2535,150,369
2019-M035,Washington,Hard,64,A,2019,20190729,292,105332,10,,Benoit Paire,R,196,FRA,30.22313484,104545,5,,John Isner,R,206,USA,34.25598905,7-6(3) 6-3,3,R16,81,12,4,71,34,31,21,11,1,1,14,3,65,44,36,9,10,2,3,30,1368,15,2040
2019-M035,Washington,Hard,64,A,2019,20190729,288,106421,3,,Daniil Medvedev,R,198,RUS,23.46064339,126207,16,,Frances Tiafoe,R,188,USA,21.51950719,6-2 7-5,3,R16,81,11,5,55,31,26,14,10,2,3,2,1,67,46,29,8,10,3,7,10,2625,40,1060
2019-M035,Washington,Hard,64,A,2019,20190729,287,105376,,LL,Peter Gojowczyk,R,185,GER,30.03696099,105683,8,,Milos Raonic,R,196,CAN,28.58590007,6-4 6-4,3,R16,81,6,3,66,31,26,19,10,3,3,7,4,47,24,21,13,10,0,2,122,465,20,1765
2019-6242,Winston-Salem,Hard,64,A,2019,20190819,271,200175,13,,Miomir Kecmanovic,R,183,SRB,19.96714579,200615,,,Alexei Popyrin,R,196,AUS,20.03832991,7-6(5) 6-3,3,R32,81,3,5,65,32,27,21,11,1,2,4,3,74,40,23,20,10,5,7,49,1022,106,518
2019-M015,Beijing,Hard,32,A,2019,20190930,283,111815,,Q,Cameron Norrie,L,188,GBR,24.10403833,106426,,,Cristian Garin,R,185,CHI,23.33470226,7-6(5) 1-0 RET,3,R32,81,6,2,44,30,24,9,7,1,2,4,2,59,32,22,13,6,6,7,69,855,33,1336
2019-0329,Tokyo,Hard,32,A,2019,20190930,280,133430,,,Denis Shapovalov,L,185,CAN,20.45995893,200175,,,Miomir Kecmanovic,R,183,SRB,20.08213552,6-4 6-4,3,R32,81,16,7,74,43,36,15,10,5,5,2,1,61,38,27,13,10,4,6,32,1355,51,1033
2019-5014,Shanghai Masters,Hard,64,M,2019,20191007,266,104545,16,,John Isner,R,206,USA,34.4476386,200282,,,Alex De Minaur,R,183,AUS,20.63518138,7-6(1) 6-4,3,R64,81,18,0,62,41,33,16,11,0,0,1,1,67,43,33,13,11,2,3,17,1895,24,1520
2019-5014,Shanghai Masters,Hard,64,M,2019,20191007,264,128034,,,Hubert Hurkacz,R,196,POL,22.65023956,111190,,WC,Zhizhen Zhang,R,193,CHN,22.97330595,7-6(5) 6-4,3,R64,81,7,0,69,49,40,11,11,4,4,9,1,65,48,40,7,11,1,2,34,1243,179,278
2019-0337,Vienna,Hard,32,A,2019,20191021,282,105062,,,Mikhail Kukushkin,R,183,KAZ,31.81930185,106432,8,,Borna Coric,R,188,CRO,22.93223819,6-4 6-4,3,R32,81,4,2,58,40,31,10,10,3,4,13,2,56,40,29,5,10,1,4,57,971,24,1540
2019-M-DC-2019-FLS-M-GBR-ESP-01,Davis Cup Finals SF: GBR vs ESP,Hard,4,D,2019,20191123,1,106378,,,Kyle Edmund,R,188,GBR,24.85968515,103852,,,Feliciano Lopez,L,188,ESP,38.16016427,6-3 7-6(3),3,RR,81,9,0,67,46,34,16,11,2,2,8,3,57,37,30,9,10,1,2,69,800,62,888
2019-M020,Brisbane,Hard,32,A,2019,20181231,299,106421,4,,Daniil Medvedev,R,198,RUS,22.88569473,104542,,PR,Jo-Wilfried Tsonga,R,188,FRA,33.70568104,7-6(6) 6-2,3,SF,82,10,1,52,33,28,14,10,0,1,17,2,77,52,36,7,10,10,13,16,1977,239,200
2019-M020,Brisbane,Hard,32,A,2019,20181231,290,105683,5,,Milos Raonic,R,196,CAN,28.0109514,200175,,Q,Miomir Kecmanovic,R,183,SRB,19.33470226,6-3 7-6(2),3,R16,82,21,3,62,46,40,10,11,0,0,3,0,71,44,28,18,10,2,3,18,1855,131,433
2019-0451,Doha,Hard,32,A,2019,20181231,274,106065,4,,Marco Cecchinato,R,185,ITA,26.25051335,104660,,Q,Sergiy Stakhovsky,R,193,UKR,32.98288843,6-4 6-2,3,R32,82,5,3,56,42,35,6,9,1,1,6,3,79,58,34,9,9,8,11,20,1819,134,424
2019-0891,Pune,Hard,32,A,2019,20181231,283,104620,,Q,Simone Bolelli,R,183,ITA,33.229295,104797,,,Denis Istomin,R,188,UZB,32.31485284,6-4 6-4,3,R32,82,3,1,61,43,31,11,10,3,4,7,2,54,35,23,12,10,0,3,141,384,92,622
2019-9158,Cordoba,Clay,32,A,2019,20190204,292,104655,,,Pablo Cuevas,R,180,URU,33.09240246,104291,6,,Malek Jaziri,R,185,TUN,35.04175222,7-6(5) 6-2,3,R16,82,9,0,61,40,32,14,10,1,2,1,2,57,41,28,6,10,1,4,92,616,43,1007
2019-9158,Cordoba,Clay,32,A,2019,20190204,275,106398,,Q,Pedro Cachin,R,,ARG,23.816564,111815,,,Cameron Norrie,L,188,GBR,23.45242984,6-4 6-4,3,R32,82,2,1,52,25,23,17,10,0,0,0,2,64,38,27,12,10,4,6,280,152,64,762
2019-0375,Montpellier,Hard,32,A,2019,20190204,288,133430,3,,Denis Shapovalov,L,185,CAN,19.80835044,104719,,,Marcel Granollers,R,190,ESP,32.81587953,6-4 7-6(1),3,R16,82,6,2,57,33,30,18,11,0,0,4,3,73,42,33,15,11,1,2,25,1485,111,520
2019-7434,Sofia,Hard,32,A,2019,20190204,276,105373,,,Martin Klizan,L,190,SVK,29.5687885,105806,,,Mirza Basic,R,188,BIH,27.56741958,6-0 3-6 6-2,3,R32,82,9,2,65,43,33,11,12,0,2,1,2,65,38,26,10,11,0,5,38,1066,99,589
2019-0506,Buenos Aires,Clay,32,A,2019,20190211,293,106233,1,,Dominic Thiem,R,185,AUT,25.44010951,109739,,,Maximilian Marterer,L,,GER,23.6605065,6-4 6-4,3,R16,82,0,3,62,43,30,9,10,6,8,1,3,57,32,21,12,10,4,8,8,3960,85,654
2019-0496,Marseille,Hard,32,A,2019,20190218,288,105062,,,Mikhail Kukushkin,R,183,KAZ,31.14852841,133430,4,,Denis Shapovalov,L,185,CAN,19.84668036,6-4 7-6(4),3,R16,82,2,0,77,57,41,14,11,2,2,18,3,60,42,34,9,11,0,1,50,945,25,1530
2019-0496,Marseille,Hard,32,A,2019,20190218,280,105332,,,Benoit Paire,R,196,FRA,29.78234086,104620,,Q,Simone Bolelli,R,183,ITA,33.36344969,6-4 7-6(1),3,R32,82,12,4,65,31,27,18,11,1,3,1,1,63,46,28,10,11,2,5,59,795,136,415
2019-0495,Dubai,Hard,32,A,2019,20190225,275,105138,,,Roberto Bautista Agut,R,183,ESP,30.86652977,106368,,WC,Ramkumar Ramanathan,R,188,IND,24.29842574,6-4 6-3,3,R32,82,0,1,53,41,31,8,9,2,2,6,1,68,44,32,7,10,3,6,18,1955,137,425
2019-0410,Monte Carlo Masters,Clay,64,M,2019,20190415,263,105062,,,Mikhail Kukushkin,R,183,KAZ,31.30184805,104871,,,Jeremy Chardy,R,188,FRA,32.16974675,6-3 6-4,3,R64,82,0,0,53,37,27,11,9,3,3,6,2,58,26,18,18,10,5,8,42,1025,41,1055
2019-0425,Barcelona,Clay,64,A,2019,20190422,290,105550,,,Guido Pella,L,185,ARG,28.93086927,105332,,,Benoit Paire,R,196,FRA,29.95482546,7-5 6-3,3,R16,82,1,0,61,44,30,13,11,2,3,4,1,66,29,21,17,10,5,8,28,1375,46,993
2019-M009,Rome Masters,Clay,64,M,2019,20190513,250,104926,10,,Fabio Fognini,R,178,ITA,31.96988364,104542,,PR,Jo-Wilfried Tsonga,R,188,FRA,34.0698152,6-3 6-4,3,R64,82,1,2,69,48,35,10,10,5,6,3,1,56,31,23,11,9,7,10,12,2920,92,623
2019-7694,Lyon,Clay,32,A,2019,20190520,277,104655,,,Pablo Cuevas,R,180,URU,33.3798768,128034,8,,Hubert Hurkacz,R,196,POL,22.26694045,6-4 6-4,3,R32,82,3,0,58,33,27,17,10,1,1,4,0,62,33,22,17,10,2,4,50,963,43,1040
2019-520,Roland Garros,Clay,128,G,2019,20190527,1111,126203,,,Taylor Fritz,R,193,USA,21.57700205,106071,,,Bernard Tomic,R,193,AUS,26.59548255,6-1 6-4 6-1,5,R128,82,9,2,65,40,33,14,12,3,4,4,1,105,77,43,8,12,15,22,42,1055,84,665
2019-M010,s Hertogenbosch,Grass,32,A,2019,20190610,276,105732,,,Pierre Hugues Herbert,R,188,FRA,28.22997947,105051,,,Matthew Ebden,R,188,AUS,31.53730322,6-4 7-5,3,R32,82,13,5,65,43,35,9,11,2,4,5,5,69,45,32,7,11,7,11,45,1008,66,786
2019-0500,Halle,Grass,32,A,2019,20190617,280,105311,,Q,Joao Sousa,R,185,POR,30.21492129,128034,,,Hubert Hurkacz,R,196,POL,22.34360027,7-6(3) 6-1,3,R32,82,4,2,73,45,35,13,10,3,4,8,5,58,39,28,6,9,2,5,71,750,53,923
2019-0311,Queen's Club,Grass,32,A,2019,20190617,289,106043,,,Diego Schwartzman,R,170,ARG,26.83367556,105227,5,,Marin Cilic,R,198,CRO,30.71594798,6-4 6-4,3,R16,82,3,3,52,33,26,13,10,2,3,6,4,63,37,27,11,10,5,8,23,1440,15,2395
2019-7650,Antalya,Grass,32,A,2019,20190624,278,106000,5,,Damir Dzumhur,R,172,BIH,27.09377139,105051,,,Matthew Ebden,R,188,AUS,31.57563313,6-4 7-5,3,R32,82,7,7,77,42,32,17,11,2,3,7,7,65,44,33,9,11,4,7,63,833,91,606
2019-0316,Bastad,Clay,32,A,2019,20190715,291,105643,,,Federico Delbonis,L,190,ARG,28.77481177,104655,3,,Pablo Cuevas,R,180,URU,33.53319644,6-4 6-4,3,R16,82,2,3,58,41,28,8,10,4,7,4,4,68,34,22,14,10,4,9,70,801,46,1013
2019-M024,Cincinnati Masters,Hard,64,M,2019,20190812,287,106415,,Q,Yoshihito Nishioka,L,170,JPN,23.87405886,200282,,,Alex De Minaur,R,183,AUS,20.48186174,7-5 6-4,3,R16,82,3,1,65,39,29,18,11,0,0,1,0,55,32,28,12,11,3,5,77,757,38,1225
2019-M015,Beijing,Hard,32,A,2019,20190930,285,106233,1,,Dominic Thiem,R,185,AUT,26.07255305,104755,,,Richard Gasquet,R,185,FRA,33.28405202,6-4 6-1,3,R32,82,8,2,54,39,32,7,9,0,0,1,1,58,32,22,9,8,5,8,5,4415,42,1175
2019-0352,Paris Masters,Hard,64,M,2019,20191028,293,104925,1,,Novak Djokovic,R,188,SRB,32.43531828,106378,,,Kyle Edmund,R,188,GBR,24.80219028,7-6(7) 6-1,3,R16,82,6,1,54,36,32,10,9,0,0,4,2,63,36,22,14,10,2,5,1,9545,75,710
2019-M-DC-2019-FLS-M-GBR-GER-01,Davis Cup Finals QF: GBR vs GER,Hard,4,D,2019,20191122,1,106378,,,Kyle Edmund,R,188,GBR,24.85968515,104259,,,Philipp Kohlschreiber,R,178,GER,36.09034908,6-3 7-5,3,RR,82,12,0,57,37,30,15,11,2,3,3,0,58,38,24,10,10,2,5,69,800,79,665
2019-M-DC-2019-QLS-M-CAN-SVK-01,Davis Cup QLS R1: CAN vs SVK,Clay,4,D,2019,20190201,1,133430,,,Denis Shapovalov,L,185,CAN,19.78918549,106110,,,Filip Horansky,R,,SVK,26.05612594,6-4 7-5,3,RR,82,4,4,65,47,38,10,11,3,3,2,2,60,43,30,11,11,4,6,25,1485,219,235
2019-M-DC-2019-QLS-M-SRB-UZB-01,Davis Cup QLS R1: SRB vs UZB,Hard,4,D,2019,20190201,4,104797,,,Denis Istomin,R,188,UZB,32.39151266,105583,,,Dusan Lajovic,R,180,SRB,28.58042437,6-3 6-4,3,RR,82,4,2,59,33,27,14,10,1,2,3,1,64,37,25,10,9,4,7,105,542,42,1010
2019-580,Australian Open,Hard,128,G,2019,20190114,224,104925,1,,Novak Djokovic,R,188,SRB,31.6495551,106298,28,,Lucas Pouille,R,185,FRA,24.88980151,6-0 6-2 6-2,5,SF,83,6,0,53,38,32,13,11,0,0,4,3,74,40,27,9,11,5,12,1,9135,31,1245
2019-9158,Cordoba,Clay,32,A,2019,20190204,283,104655,,,Pablo Cuevas,R,180,URU,33.09240246,105487,,Q,Facundo Bagnis,L,183,ARG,28.93634497,6-4 6-4,3,R32,83,8,2,48,25,25,15,10,0,0,4,3,71,46,31,11,10,5,7,92,616,149,382
2019-0407,Rotterdam,Hard,32,A,2019,20190211,278,133430,10,,Denis Shapovalov,L,185,CAN,19.8275154,105015,,Q,Franko Skugor,R,193,CRO,31.39493498,7-5 6-3,3,R32,83,7,1,71,40,29,17,11,4,6,5,1,59,38,25,8,10,3,7,25,1485,351,63
2019-M004,Acapulco,Hard,32,A,2019,20190225,295,111815,,,Cameron Norrie,L,188,GBR,23.50992471,111456,,SE,Mackenzie Mcdonald,R,,USA,23.86310746,6-3 6-2,3,QF,83,4,4,63,42,34,8,8,4,4,1,3,72,50,27,10,9,4,8,64,797,71,753
2019-0533,Sao Paulo,Clay,32,A,2019,20190225,300,105550,3,,Guido Pella,L,185,ARG,28.77754962,106426,,,Cristian Garin,R,185,CHI,22.74058864,7-5 6-3,3,F,83,8,2,65,49,36,9,10,6,7,5,4,65,35,26,9,11,3,7,48,975,92,620
2019-0533,Sao Paulo,Clay,32,A,2019,20190225,280,132283,,,Lorenzo Sonego,R,191,ITA,23.79466119,105643,,,Federico Delbonis,L,190,ARG,28.39151266,6-4 6-4,3,R32,83,7,0,55,33,29,12,10,0,0,1,0,67,49,31,10,10,2,4,114,514,81,696
2019-M006,Indian Wells Masters,Hard,128,M,2019,20190304,240,105936,,Q,Filip Krajinovic,R,185,SRB,27.01437372,105676,20,,David Goffin,R,180,BEL,28.23819302,6-3 6-3,3,R64,83,1,0,60,35,24,9,9,7,10,4,6,61,35,17,10,9,9,15,113,515,21,1650
2019-M007,Miami Masters,Hard,128,M,2019,20190318,192,105936,,,Filip Krajinovic,R,185,SRB,27.05270363,105732,,,Pierre Hugues Herbert,R,188,FRA,28,6-4 6-4,3,R128,83,3,0,58,37,30,15,10,4,4,3,2,63,34,24,14,10,3,5,103,576,49,959
2019-0717,Houston,Clay,32,A,2019,20190408,298,106426,,,Cristian Garin,R,185,CHI,22.85557837,105023,8,,Sam Querrey,R,198,USA,31.50171116,7-6(2) 6-2,3,SF,83,5,1,59,35,28,14,10,3,4,7,7,81,38,25,18,10,9,12,73,726,71,735
2019-0410,Monte Carlo Masters,Clay,64,M,2019,20190415,264,105430,,,Radu Albot,R,175,MDA,29.42368241,105379,,Q,Aljaz Bedene,R,181,SLO,29.7412731,6-4 6-2,3,R64,83,1,0,47,30,22,11,9,0,1,4,0,62,35,22,9,9,2,6,45,977,70,765
2019-0410,Monte Carlo Masters,Clay,64,M,2019,20190415,248,104468,,,Gilles Simon,R,183,FRA,34.29705681,200615,,Q,Alexei Popyrin,R,196,AUS,19.69336071,7-5 6-1,3,R64,83,2,4,56,37,26,8,9,3,5,2,4,57,30,20,7,10,3,9,26,1385,120,486
2019-0425,Barcelona,Clay,64,A,2019,20190422,288,105453,4,,Kei Nishikori,R,178,JPN,29.31143053,200000,16,,Felix Auger Aliassime,R,193,CAN,18.70225873,6-1 6-3,3,R16,83,1,2,48,26,18,15,8,5,6,3,4,59,41,22,5,8,8,13,7,3690,31,1282
2019-0500,Halle,Grass,32,A,2019,20190617,300,103819,1,,Roger Federer,R,185,SUI,37.85626283,105676,,,David Goffin,R,180,BEL,28.52566735,7-6(2) 6-1,3,F,83,7,1,58,35,29,15,9,3,3,7,5,70,38,25,16,10,3,6,3,6420,33,1255
2019-0500,Halle,Grass,32,A,2019,20190617,282,105138,7,,Roberto Bautista Agut,R,183,ESP,31.17316906,126203,,,Taylor Fritz,R,193,USA,21.63449692,7-6(10) 6-0,3,R32,83,4,1,55,35,31,14,9,0,0,11,5,79,38,27,19,9,7,10,20,1690,42,1090
2019-0311,Queen's Club,Grass,32,A,2019,20190617,285,126774,1,,Stefanos Tsitsipas,R,193,GRE,20.84599589,106378,,,Kyle Edmund,R,188,GBR,24.43805613,6-3 7-5,3,R32,83,3,2,64,43,35,11,10,2,2,6,2,69,46,30,12,11,6,9,6,4215,30,1280
2019-7650,Antalya,Grass,32,A,2019,20190624,284,104678,,Q,Viktor Troicki,R,193,SRB,33.36618754,106075,,PR,Jozef Kovalik,R,183,SVK,26.63381246,7-6(3) 6-4,3,R32,83,8,5,60,34,29,16,11,3,5,2,5,64,39,28,11,11,0,3,193,270,169,330
2019-0421,Canada Masters,Hard,64,M,2019,20190805,298,106421,8,,Daniil Medvedev,R,198,RUS,23.47980835,111575,6,,Karen Khachanov,R,198,RUS,23.20602327,6-1 7-6(6),3,SF,83,4,5,65,37,33,11,10,0,2,4,4,55,29,17,11,9,2,6,9,2745,8,2890
2019-M024,Cincinnati Masters,Hard,64,M,2019,20190812,280,126094,,Q,Andrey Rublev,R,188,RUS,21.80971937,104527,,,Stan Wawrinka,R,183,SUI,34.37371663,6-4 6-4,3,R32,83,0,0,70,38,24,24,10,5,5,11,0,50,24,21,13,10,0,2,70,836,23,1670
2019-6242,Winston-Salem,Hard,64,A,2019,20190819,299,105332,1,,Benoit Paire,R,196,FRA,30.28062971,105449,,,Steve Johnson,R,188,USA,29.65092402,1-6 6-0 6-0,3,SF,83,7,7,60,34,26,11,9,6,8,1,1,62,34,16,14,10,4,10,30,1403,82,670
2019-560,US Open,Hard,128,G,2019,20190826,184,104792,13,,Gael Monfils,R,193,FRA,32.98288843,105657,,,Marius Copil,R,193,ROU,28.8569473,6-3 6-2 6-2,5,R64,83,5,6,74,47,40,14,13,5,6,4,5,67,34,24,11,12,3,9,13,2140,93,562
2019-0341,Metz,Hard,32,A,2019,20190916,297,105379,,,Aljaz Bedene,R,181,SLO,30.16290212,105807,,,Pablo Carreno Busta,R,188,ESP,28.18069815,6-4 7-5,3,QF,83,27,0,60,41,38,9,11,1,1,4,0,70,51,37,8,11,8,10,76,765,62,897
2019-0341,Metz,Hard,32,A,2019,20190916,276,105936,,,Filip Krajinovic,R,185,SRB,27.55099247,105376,,,Peter Gojowczyk,R,185,GER,30.17111567,7-5 6-4,3,R32,83,7,1,67,44,34,15,11,3,3,9,3,71,37,28,19,11,4,6,49,1018,89,604
2019-7581,Chengdu,Hard,32,A,2019,20190923,296,105807,,,Pablo Carreno Busta,R,188,ESP,28.19986311,106426,,,Cristian Garin,R,185,CHI,23.3155373,7-5 6-2,3,QF,83,9,1,59,41,30,12,10,4,5,2,3,60,29,21,13,10,5,9,63,942,33,1297
2019-5014,Shanghai Masters,Hard,64,M,2019,20191007,239,105077,,,Albert Ramos,L,188,ESP,31.72073922,105227,,,Marin Cilic,R,198,CRO,31.02258727,6-4 6-4,3,R64,83,7,0,52,33,28,12,10,0,0,10,1,62,29,21,19,10,1,3,46,1095,25,1455
2019-7485,Antwerp,Hard,32,A,2019,20191014,289,104918,,PR,Andy Murray,R,190,GBR,32.41615332,104655,8,,Pablo Cuevas,R,180,URU,33.78234086,6-4 6-3,3,R16,83,12,2,56,33,27,17,10,4,4,14,3,63,37,30,10,9,8,10,243,192,45,1088
2019-M014,Moscow,Hard,32,A,2019,20191014,291,105227,3,,Marin Cilic,R,198,CRO,31.04175222,103333,,,Ivo Karlovic,R,208,CRO,40.62422998,6-1 7-6(5),3,R16,83,11,8,70,43,38,12,10,3,3,9,4,55,30,26,10,9,3,5,25,1455,87,621
2019-0337,Vienna,Hard,32,A,2019,20191021,272,105023,,,Sam Querrey,R,198,USA,32.03832991,105173,,SE,Adrian Mannarino,L,183,FRA,31.3100616,6-3 6-4,3,R32,83,12,6,68,41,34,13,10,4,4,8,1,65,37,26,13,9,7,9,47,1065,44,1111
2019-0499,Delray Beach,Hard,32,A,2019,20190218,290,105430,,,Radu Albot,R,175,MDA,29.27036277,106401,,,Nick Kyrgios,R,193,AUS,23.81382615,6-2 3-6 6-3,3,R16,84,6,1,76,49,37,18,13,5,6,19,3,69,44,35,12,13,5,8,82,680,64,750
