tourney_id,tourney_name,surface,draw_size,tourney_level,tour_yr,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2019-6116,Atlanta,Hard,32,A,2019,20190722,296,200282,3,,Alex De Minaur,R,183,AUS,20.42436687,106071,,,Bernard Tomic,R,193,AUS,26.74880219,6-2 3-0 RET,3,QF,39,8,2,31,22,21,4,6,0,0,5,2,38,23,15,3,5,2,5,34,1285,106,537
2019-6242,Winston-Salem,Hard,64,A,2019,20190819,267,106216,,Q,Bjorn Fratangelo,R,,USA,26.08350445,104804,,PR,Amir Weintraub,R,188,ISR,32.92265572,6-0 6-0,3,R64,40,6,1,29,20,17,7,6,0,0,0,2,38,25,8,2,6,5,11,119,467,,
2019-560,US Open,Hard,128,G,2019,20190826,180,126094,,,Andrey Rublev,R,188,RUS,21.84804928,104468,,,Gilles Simon,R,183,FRA,34.66119097,6-2 RET,5,R64,41,2,2,26,10,8,11,4,4,4,0,0,26,22,13,0,4,3,5,43,1066,40,1240
2019-0315,Newport,Grass,32,A,2019,20190715,275,104719,,,Marcel Granollers,R,190,ESP,33.25667351,105432,,,Prajnesh Gunneswaran,L,,IND,29.67008898,6-2 6-2,3,R32,44,3,0,37,28,25,7,8,0,0,3,3,42,27,13,7,8,1,5,98,576,89,621
2019-7485,Antwerp,Hard,32,A,2019,20191014,282,105526,7,,Jan Lennard Struff,R,193,GER,29.47022587,106296,,Q,Gregoire Barrere,R,183,FRA,25.65639973,6-2 6-1,3,R32,44,5,1,33,24,23,5,7,0,0,4,4,56,34,16,9,8,2,7,41,1155,84,638
2019-0375,Montpellier,Hard,32,A,2019,20190204,278,104871,6,,Jeremy Chardy,R,188,FRA,31.97809719,104629,,LL,Adrian Menendez Maceiras,R,,ESP,33.27036277,6-1 6-1,3,R32,46,9,1,35,23,20,9,7,0,0,2,4,41,25,11,6,7,2,7,35,1155,124,451
2019-7290,Estoril,Clay,32,A,2019,20190429,289,200221,,Q,Alejandro Davidovich Fokina,R,183,ESP,19.89869952,104871,,,Jeremy Chardy,R,188,FRA,32.20807666,6-1 6-2,3,R16,46,1,1,32,26,20,4,7,0,1,1,4,46,34,15,2,8,4,10,167,326,42,1040
2019-0316,Bastad,Clay,32,A,2019,20190715,276,106198,,,Hugo Dellien,R,180,BOL,26.07802875,105208,,,Ernests Gulbis,R,190,LAT,30.87200548,6-2 2-1 RET,3,R32,46,0,2,29,22,16,4,5,0,0,2,5,46,27,19,5,6,6,9,94,610,131,422
2019-M020,Brisbane,Hard,32,A,2019,20181231,278,105683,5,,Milos Raonic,R,196,CAN,28.0109514,105379,,,Aljaz Bedene,R,181,SLO,29.45379877,6-0 6-3,3,R32,47,18,0,38,29,27,5,8,0,0,4,1,43,30,16,2,7,4,8,18,1855,67,780
2019-0717,Houston,Clay,32,A,2019,20190408,290,104719,,,Marcel Granollers,R,190,ESP,32.98836413,106071,,,Bernard Tomic,R,193,AUS,26.46132786,6-1 6-2,3,R16,47,5,1,34,21,19,10,7,3,3,0,1,51,37,20,4,8,0,5,112,520,79,704
2019-560,US Open,Hard,128,G,2019,20190826,131,105453,7,,Kei Nishikori,R,178,JPN,29.65639973,105477,,Q,Marco Trungelliti,R,,ARG,29.56605065,6-1 4-1 RET,5,R128,47,1,4,35,20,18,8,6,0,0,2,3,33,14,9,4,6,3,7,7,4005,205,237
2019-M010,s Hertogenbosch,Grass,32,A,2019,20190610,277,105676,5,,David Goffin,R,180,BEL,28.5065024,200221,,Q,Alejandro Davidovich Fokina,R,183,ESP,20.01368925,6-0 6-2,3,R32,48,5,1,34,22,20,8,7,0,0,1,2,46,35,16,4,7,5,10,33,1235,129,440
2019-M024,Cincinnati Masters,Hard,64,M,2019,20190812,256,105332,,,Benoit Paire,R,196,FRA,30.26146475,104269,,,Fernando Verdasco,L,188,ESP,35.73990418,6-4 0-0 RET,3,R64,48,4,3,30,18,16,7,5,0,0,3,3,57,34,18,13,5,8,9,29,1403,33,1310
2019-0429,Stockholm,Hard,32,A,2019,20191014,296,133430,4,,Denis Shapovalov,L,185,CAN,20.49828884,105649,,Q,Cedrik Marcel Stebe,L,183,GER,29.01300479,6-0 6-3,3,QF,48,4,2,33,22,21,7,7,0,0,1,3,42,23,13,5,8,2,7,34,1255,213,230
2019-0329,Tokyo,Hard,32,A,2019,20190930,292,106298,5,,Lucas Pouille,R,185,FRA,25.59890486,106415,,,Yoshihito Nishioka,L,170,JPN,24.00821355,6-1 6-2,3,R16,49,6,1,39,27,23,9,8,0,0,1,2,38,26,13,4,7,1,5,24,1520,77,719
2019-0500,Halle,Grass,32,A,2019,20190617,273,105676,,,David Goffin,R,180,BEL,28.52566735,105550,8,,Guido Pella,L,185,ARG,29.08418891,6-1 6-1,3,R32,50,9,0,37,21,18,11,7,0,0,4,1,43,31,15,4,7,5,10,33,1255,24,1430
2019-M016,Eastbourne,Grass,32,A,2019,20190624,288,105023,,,Sam Querrey,R,198,USA,31.71252567,105583,4,,Dusan Lajovic,R,180,SRB,28.98288843,6-2 6-3,3,R16,50,7,1,45,31,28,9,9,0,0,1,0,41,27,17,7,8,2,5,79,680,33,1271
2019-0315,Newport,Grass,32,A,2019,20190715,295,104719,,,Marcel Granollers,R,190,ESP,33.25667351,104999,,,Mischa Zverev,L,190,GER,31.89596167,6-3 6-0,3,QF,50,6,1,37,25,23,9,8,0,0,4,2,40,32,19,2,7,2,6,98,576,211,230
2019-0329,Tokyo,Hard,32,A,2019,20190930,297,104925,1,,Novak Djokovic,R,188,SRB,32.35865845,106298,5,,Lucas Pouille,R,185,FRA,25.59890486,6-1 6-2,3,QF,50,8,0,40,22,18,13,8,1,2,0,2,36,23,11,3,7,1,6,1,9865,24,1520
2019-M001,Sydney,Hard,32,A,2019,20190107,275,105023,,,Sam Querrey,R,198,USA,31.25256674,104291,,,Malek Jaziri,R,185,TUN,34.9650924,6-1 4-1 RET,3,R32,51,8,1,26,17,17,7,6,0,0,0,6,46,25,14,8,6,8,12,48,955,42,1042
2019-7434,Sofia,Hard,32,A,2019,20190204,282,104269,6,,Fernando Verdasco,L,188,ESP,35.22245038,200247,,Q,Alexandar Lazarov,R,,BUL,21.24572211,6-2 6-1,3,R32,51,7,2,44,33,28,5,8,1,1,2,2,42,22,12,8,7,1,5,26,1455,,
2019-M006,Indian Wells Masters,Hard,128,M,2019,20190304,248,106378,22,,Kyle Edmund,R,188,GBR,24.15058179,111797,,,Nicolas Jarry,R,198,CHI,23.39493498,6-2 6-0,3,R64,51,6,0,36,25,20,8,7,0,0,2,2,46,31,15,5,7,4,9,23,1520,86,640
2019-0425,Barcelona,Clay,64,A,2019,20190422,264,105526,,,Jan Lennard Struff,R,193,GER,28.99110198,106198,,Q,Hugo Dellien,R,180,BOL,25.84804928,6-3 6-1,3,R64,51,7,1,50,32,27,9,8,3,3,2,0,41,28,15,7,8,0,4,51,945,92,631
2019-7290,Estoril,Clay,32,A,2019,20190429,283,105357,,,John Millman,R,183,AUS,29.87268994,106071,,,Bernard Tomic,R,193,AUS,26.51882272,6-3 6-0,3,R32,51,5,0,43,27,23,10,8,1,1,2,1,44,27,16,6,7,3,7,50,965,76,724
2019-0308,Munich,Clay,32,A,2019,20190429,279,106329,,Q,Thiago Monteiro,L,183,BRA,24.91170431,105526,,,Jan Lennard Struff,R,193,GER,29.01026694,6-1 6-1,3,R32,51,4,1,35,30,24,4,7,0,0,2,2,44,18,9,10,7,4,9,111,523,48,990
2019-0311,Queen's Club,Grass,32,A,2019,20190617,276,106043,,,Diego Schwartzman,R,170,ARG,26.83367556,122330,,Q,Alexander Bublik,R,196,KAZ,21.99863107,6-2 6-3,3,R32,51,1,3,40,25,23,9,8,0,0,4,5,51,26,16,11,9,3,7,23,1440,85,662
2019-580,Australian Open,Hard,128,G,2019,20190114,220,104925,1,,Novak Djokovic,R,188,SRB,31.6495551,105453,8,,Kei Nishikori,R,178,JPN,29.04312115,6-1 4-1 RET,5,QF,52,2,1,29,20,17,8,6,0,0,0,3,47,33,16,5,6,0,4,1,9135,9,3750
2019-0499,Delray Beach,Hard,32,A,2019,20190218,273,105173,8,,Adrian Mannarino,L,183,FRA,30.63928816,111790,,SE,Brayden Schnur,R,,CAN,23.62765229,6-2 6-2,3,R32,52,2,0,39,25,20,13,8,2,2,5,4,53,32,19,8,8,3,7,51,920,107,529
2019-M004,Acapulco,Hard,32,A,2019,20190225,276,111456,,SE,Mackenzie Mcdonald,R,,USA,23.86310746,207182,,WC,Emilio Nava,R,,USA,17.23203285,6-1 6-3,3,R32,52,2,0,40,31,27,6,8,0,0,2,1,54,37,24,4,8,2,6,71,753,,
2019-M021,Madrid Masters,Clay,64,M,2019,20190506,281,103819,4,,Roger Federer,R,185,SUI,37.7412731,104755,,,Richard Gasquet,R,185,FRA,32.88158795,6-2 6-3,3,R32,52,7,1,51,27,21,16,9,0,0,1,2,40,28,19,5,8,0,3,3,5590,39,1105
2019-7480,Los Cabos,Hard,32,A,2019,20190729,284,104719,,,Marcel Granollers,R,190,ESP,33.29500342,106412,,WC,Lucas Gomez,U,178,MEX,23.96440794,6-0 6-1,3,R32,52,8,1,33,23,21,7,7,0,0,1,3,38,15,9,5,6,3,8,103,547,492,13
2019-6242,Winston-Salem,Hard,64,A,2019,20190819,259,106065,,,Marco Cecchinato,R,185,ITA,26.88295688,122330,,,Alexander Bublik,R,196,KAZ,22.17111567,7-6(3) 1-0 RET,3,R64,52,1,3,41,23,22,9,6,2,2,8,2,41,24,21,8,7,0,1,67,880,75,808
2019-0328,Basel,Hard,32,A,2019,20191021,285,103819,1,,Roger Federer,R,185,SUI,38.20123203,105376,,Q,Peter Gojowczyk,R,185,GER,30.26694045,6-2 6-1,3,R32,52,12,2,51,33,27,7,8,0,1,1,1,40,28,14,4,7,5,10,3,6950,112,500
2019-M-DC-2019-FLS-M-SRB-RUS-01,Davis Cup Finals QF: SRB vs RUS,Hard,4,D,2019,20191122,1,126094,,,Andrey Rublev,R,188,RUS,22.07802875,105936,,,Filip Krajinovic,R,185,SRB,27.72347707,6-1 6-2,3,RR,52,13,0,45,33,27,7,8,3,3,2,1,42,25,14,6,7,2,6,23,1584,40,1148
2019-M-DC-2019-QLS-M-JPN-CHN-01,Davis Cup QLS R1: JPN vs CHN,Hard,4,D,2019,20190201,4,106415,,,Yoshihito Nishioka,L,170,JPN,23.33744011,200059,,,Yibing Wu,R,,CHN,19.29089665,6-2 6-0,3,RR,52,0,0,38,27,21,9,7,1,1,5,3,49,25,16,5,7,3,8,66,758,309,105
2019-0424,New York,Hard,32,A,2019,20190211,284,106071,,,Bernard Tomic,R,193,AUS,26.30800821,105041,,,Lukas Lacko,R,185,SVK,31.27446954,6-4 6-2,3,R32,53,9,0,52,37,28,10,9,3,3,6,2,52,36,22,9,9,4,7,87,649,130,423
2019-0533,Sao Paulo,Clay,32,A,2019,20190225,297,134770,,,Casper Ruud,R,183,NOR,20.1779603,106198,,,Hugo Dellien,R,180,BOL,25.69472964,6-1 6-1,3,QF,53,3,1,40,27,21,8,7,0,0,0,2,40,23,12,5,7,3,8,108,527,95,600
2019-M006,Indian Wells Masters,Hard,128,M,2019,20190304,290,200175,,LL,Miomir Kecmanovic,R,183,SRB,19.50718686,106415,,,Yoshihito Nishioka,L,170,JPN,23.43326489,6-4 0-0 RET,3,R16,53,7,0,24,16,13,6,5,0,1,0,0,39,23,12,8,5,3,5,130,450,74,729
2019-0308,Munich,Clay,32,A,2019,20190429,277,105550,7,,Guido Pella,L,185,ARG,28.95003422,104999,,,Mischa Zverev,L,190,GER,31.68514716,6-2 6-1,3,R32,53,1,0,38,25,18,11,7,3,3,3,4,50,32,18,5,8,1,6,26,1445,95,616
2019-0321,Stuttgart,Grass,32,A,2019,20190610,271,126610,,,Matteo Berrettini,R,196,ITA,23.15947981,106401,,,Nick Kyrgios,R,193,AUS,24.12046543,6-3 6-4,3,R32,53,10,2,50,30,25,16,10,0,0,8,2,49,34,25,6,9,1,3,30,1275,36,1225
2019-0315,Newport,Grass,32,A,2019,20190715,292,105051,,,Matthew Ebden,R,188,AUS,31.63312799,106045,,,Denis Kudla,R,180,USA,26.90759754,6-2 6-2,3,R16,53,6,3,50,29,20,13,8,2,3,2,3,37,17,6,8,8,0,5,110,526,100,565
2019-M006,Indian Wells Masters,Hard,128,M,2019,20190304,245,104545,8,,John Isner,R,206,USA,33.85352498,200615,,Q,Alexei Popyrin,R,196,AUS,19.57837098,6-0 6-2,3,R64,54,6,1,37,25,21,9,7,0,0,1,1,46,24,12,7,7,3,8,9,3405,131,449
2019-0410,Monte Carlo Masters,Clay,64,M,2019,20190415,265,106421,10,,Daniil Medvedev,R,198,RUS,23.17316906,105311,,,Joao Sousa,R,185,POR,30.04243669,6-1 6-1,3,R64,54,5,4,40,18,15,14,7,0,0,1,2,46,26,15,4,7,3,8,14,2295,51,937
2019-0500,Halle,Grass,32,A,2019,20190617,296,105732,,,Pierre Hugues Herbert,R,188,FRA,28.24914442,106432,4,,Borna Coric,R,188,CRO,22.58726899,7-5 0-0 RET,3,QF,54,7,2,47,33,25,5,6,3,3,1,1,31,18,15,7,6,3,4,43,1008,14,2615
2019-0329,Tokyo,Hard,32,A,2019,20190930,296,105676,3,,David Goffin,R,180,BEL,28.81314168,111202,,,Hyeon Chung,R,188,KOR,23.36481862,6-2 6-2,3,QF,54,8,0,39,30,27,6,8,0,0,6,0,42,31,17,5,8,2,6,15,2055,143,383
2019-0329,Tokyo,Hard,32,A,2019,20190930,274,106034,,Q,Yasutaka Uchiyama,R,183,JPN,27.15126626,105332,4,,Benoit Paire,R,196,FRA,30.39561944,6-2 6-2,3,R32,54,4,0,38,24,22,10,8,0,0,3,6,47,22,16,9,8,2,6,136,407,23,1553
2019-5014,Shanghai Masters,Hard,64,M,2019,20191007,281,106421,3,,Daniil Medvedev,R,198,RUS,23.65229295,111815,,Q,Cameron Norrie,L,188,GBR,24.12320329,6-3 6-1,3,R32,54,9,2,41,31,24,8,8,0,0,0,0,47,32,15,8,8,3,7,4,4965,64,910
2019-0328,Basel,Hard,32,A,2019,20191021,279,105936,,SE,Filip Krajinovic,R,185,SRB,27.64681725,111513,,,Laslo Djere,R,188,SRB,24.38603696,6-1 6-4,3,R32,54,3,1,43,27,23,13,9,0,0,3,1,40,26,16,8,8,1,4,46,1068,39,1181
2019-0451,Doha,Hard,32,A,2019,20181231,285,104925,1,,Novak Djokovic,R,188,SRB,31.61122519,106000,,,Damir Dzumhur,R,172,BIH,26.6146475,6-1 6-2,3,R32,55,3,2,42,26,21,11,8,0,0,0,2,48,26,17,5,7,4,8,1,9045,47,985
2019-0451,Doha,Hard,32,A,2019,20181231,271,109739,,Q,Maximilian Marterer,L,,GER,23.54551677,105376,,,Peter Gojowczyk,R,185,GER,29.46201232,6-1 6-4,3,R32,55,8,0,48,34,30,8,9,2,2,6,4,50,27,19,10,8,4,7,74,706,59,855
2019-0499,Delray Beach,Hard,32,A,2019,20190218,284,124187,,,Reilly Opelka,R,211,USA,21.47570157,105815,,,Tennys Sandgren,R,188,USA,27.57837098,6-4 6-0,3,R32,55,8,2,48,28,25,11,8,1,1,0,3,43,22,13,10,8,2,6,56,883,79,708
2019-0360,Marrakech,Clay,32,A,2019,20190408,276,106121,,,Taro Daniel,R,191,JPN,26.19301848,104999,,,Mischa Zverev,L,190,GER,31.62765229,6-3 6-0,3,R32,55,3,3,47,27,21,11,8,1,2,2,5,37,20,11,3,7,2,7,75,716,72,726
2019-0425,Barcelona,Clay,64,A,2019,20190422,247,126203,,,Taylor Fritz,R,193,USA,21.48117728,124187,,,Reilly Opelka,R,211,USA,21.64818617,6-3 6-4,3,R64,55,5,2,53,35,27,13,10,0,0,7,6,46,29,24,8,9,2,4,58,890,59,886
2019-M021,Madrid Masters,Clay,64,M,2019,20190506,258,104792,15,,Gael Monfils,R,193,FRA,32.67624914,104312,,,Andreas Seppi,R,190,ITA,35.20328542,6-3 6-1,3,R64,55,4,0,39,34,25,5,8,1,2,1,0,52,24,13,11,8,6,11,18,1920,67,775
2019-M035,Washington,Hard,64,A,2019,20190729,298,106421,3,,Daniil Medvedev,R,198,RUS,23.46064339,105376,,LL,Peter Gojowczyk,R,185,GER,30.03696099,6-2 6-2,3,SF,55,7,1,43,27,21,10,8,2,3,3,3,41,16,9,9,8,0,5,10,2625,122,465
2019-6242,Winston-Salem,Hard,64,A,2019,20190819,288,128034,3,,Hubert Hurkacz,R,196,POL,22.51608487,103852,16,,Feliciano Lopez,L,188,ESP,37.91101985,6-3 3-1 RET,3,R16,55,3,2,37,20,15,12,7,1,2,2,5,49,24,15,10,6,4,7,41,1078,63,903
2019-0301,Auckland,Hard,32,A,2019,20190107,288,105815,,,Tennys Sandgren,R,188,USA,27.46338125,106065,3,,Marco Cecchinato,R,185,ITA,26.2696783,6-3 6-3,3,R16,56,13,0,47,35,31,6,9,0,0,4,1,49,35,23,6,9,3,6,63,814,18,1889
2019-0375,Montpellier,Hard,32,A,2019,20190204,277,105732,7,,Pierre Hugues Herbert,R,188,FRA,27.88501027,106045,,,Denis Kudla,R,180,USA,26.46680356,6-2 6-1,3,R32,56,7,1,39,22,18,14,8,0,0,2,2,49,27,16,8,7,3,7,44,983,63,770
2019-0425,Barcelona,Clay,64,A,2019,20190422,244,105077,,Q,Albert Ramos,L,188,ESP,31.26078029,111815,,,Cameron Norrie,L,188,GBR,23.66324435,6-2 6-2,3,R64,56,2,0,40,27,21,11,8,0,0,3,4,44,23,15,8,8,1,5,83,660,45,1005
2019-0321,Stuttgart,Grass,32,A,2019,20190610,279,104542,,PR,Jo-Wilfried Tsonga,R,188,FRA,34.14647502,104999,,WC,Mischa Zverev,L,190,GER,31.80013689,6-3 6-0,3,R32,56,13,2,45,33,29,6,8,0,0,2,5,41,23,14,6,7,5,9,79,715,114,490
2019-0421,Canada Masters,Hard,64,M,2019,20190805,294,106421,8,,Daniil Medvedev,R,198,RUS,23.47980835,106233,2,,Dominic Thiem,R,185,AUT,25.9192334,6-3 6-1,3,QF,56,6,2,39,23,22,10,8,0,0,1,2,44,29,17,5,8,5,9,9,2745,4,4755
2019-0568,St. Petersburg,Hard,32,A,2019,20190916,291,126610,3,,Matteo Berrettini,R,196,ITA,23.42778919,106148,,,Roberto Carballes Baena,R,183,ESP,26.48323066,6-1 6-2,3,R16,56,5,0,38,26,23,9,8,0,0,1,4,47,24,12,11,7,1,5,13,2245,77,757
2019-0352,Paris Masters,Hard,64,M,2019,20191028,277,100644,6,,Alexander Zverev,R,198,GER,22.52156057,104269,,,Fernando Verdasco,L,188,ESP,35.95071869,6-1 6-3,3,R32,56,9,1,38,30,26,7,8,2,2,3,3,50,29,17,10,8,3,7,6,4335,49,1025
2019-M-DC-2019-QLS-M-SWE-COL-01,Davis Cup QLS R1: SWE vs COL,Clay,4,D,2019,20190201,4,105292,,,Alejandro Gonzalez,R,,COL,29.97125257,111200,,,Elias Ymer,R,183,SWE,22.80082136,6-3 6-3,3,RR,56,1,3,55,34,22,14,9,2,4,1,6,53,29,17,8,9,4,9,337,72,116,485
2019-7696,NextGen Finals,Hard,8,F,2019,20191105,286,206173,8,,Jannik Sinner,R,188,ITA,18.21765914,144707,6,,Mikael Ymer,R,183,SWE,21.15263518,4-0 4-2 4-1,3,RR2,56,4,2,44,32,27,5,8,5,5,2,3,44,30,15,6,7,4,8,95,596,74,765
2019-0301,Auckland,Hard,32,A,2019,20190107,283,111815,,WC,Cameron Norrie,L,188,GBR,23.37577002,105332,,,Benoit Paire,R,196,FRA,29.66735113,6-3 6-2,3,R32,57,2,1,53,42,33,7,9,4,4,9,5,62,30,18,16,8,3,6,93,616,55,890
2019-0495,Dubai,Hard,32,A,2019,20190225,292,126774,5,,Stefanos Tsitsipas,R,193,GRE,20.53935661,106078,,Q,Egor Gerasimov,R,196,BLR,26.28884326,6-3 6-1,3,R16,57,4,3,44,30,26,7,8,0,0,5,1,51,31,18,7,8,4,8,11,2965,155,358
2019-M006,Indian Wells Masters,Hard,128,M,2019,20190304,293,104792,18,,Gael Monfils,R,193,FRA,32.50376454,104259,,,Philipp Kohlschreiber,R,178,GER,35.38124572,6-0 6-2,3,R16,57,4,2,40,26,20,10,7,0,0,1,1,46,31,13,5,7,8,13,19,1740,39,1160
2019-M007,Miami Masters,Hard,128,M,2019,20190318,278,106401,27,,Nick Kyrgios,R,193,AUS,23.89048597,105583,,,Dusan Lajovic,R,180,SRB,28.71457906,6-3 6-1,3,R32,57,12,2,55,38,29,9,8,6,7,0,0,46,32,21,2,8,1,6,33,1215,44,1010
2019-0717,Houston,Clay,32,A,2019,20190408,272,105992,,,Ryan Harrison,R,183,USA,26.91854894,103333,,,Ivo Karlovic,R,208,CRO,40.10677618,6-3 6-4,3,R32,57,3,1,47,31,27,13,10,0,0,11,5,53,35,28,8,9,3,5,107,545,77,709
2019-0410,Monte Carlo Masters,Clay,64,M,2019,20190415,267,126203,,,Taylor Fritz,R,193,USA,21.46201232,104542,,PR,Jo-Wilfried Tsonga,R,188,FRA,33.99315537,6-4 2-0 RET,3,R64,57,8,0,38,18,13,13,6,1,2,1,3,47,23,15,8,6,5,8,65,810,102,593
2019-7290,Estoril,Clay,32,A,2019,20190429,292,106249,,Q,Joao Domingues,R,178,POR,25.5633128,105357,,,John Millman,R,183,AUS,29.87268994,6-3 2-1 RET,3,R16,57,0,0,35,28,20,3,6,4,5,0,0,43,26,13,8,6,3,6,214,237,50,965
2019-M009,Rome Masters,Clay,64,M,2019,20190513,275,106432,13,,Borna Coric,R,188,CRO,22.49144422,111815,,Q,Cameron Norrie,L,188,GBR,23.72073922,6-2 6-2,3,R32,57,4,0,38,27,23,9,8,0,0,2,3,52,35,22,6,8,3,7,15,2445,45,995
2019-6116,Atlanta,Hard,32,A,2019,20190722,283,105554,,,Daniel Evans,R,175,GBR,29.16358658,105359,,Q,Jason Jung,R,,TPE,30.09993155,6-1 6-1,3,R32,57,1,2,35,19,17,11,7,0,0,1,3,49,26,15,6,7,4,9,55,942,138,395
2019-7480,Los Cabos,Hard,32,A,2019,20190729,295,106043,3,,Diego Schwartzman,R,170,ARG,26.9486653,105062,8,,Mikhail Kukushkin,R,183,KAZ,31.58932238,6-1 6-2,3,QF,57,2,1,37,17,13,16,7,2,2,2,2,48,27,15,7,8,3,8,27,1485,45,1020
2019-M035,Washington,Hard,64,A,2019,20190729,296,106401,,,Nick Kyrgios,R,193,AUS,24.25462012,105613,,LL,Norbert Gombos,R,193,SVK,28.95824778,6-3 6-3,3,QF,57,19,1,45,34,29,8,9,2,2,3,6,52,32,23,8,9,4,7,52,975,137,393
2019-M035,Washington,Hard,64,A,2019,20190729,268,126205,,WC,Tommy Paul,R,185,USA,22.19849418,106045,,,Denis Kudla,R,180,USA,26.94592745,6-0 6-4,3,R64,57,9,2,43,28,21,10,8,0,1,1,2,48,24,10,9,8,4,9,128,427,98,565
2019-0341,Metz,Hard,32,A,2019,20190916,284,105807,,,Pablo Carreno Busta,R,188,ESP,28.18069815,109699,,Q,Julian Lenz,R,,GER,26.57631759,6-1 6-1,3,R32,57,1,1,47,34,27,5,7,2,2,1,2,45,20,11,7,7,2,7,62,897,270,162
2019-5014,Shanghai Masters,Hard,64,M,2019,20191007,241,105676,13,,David Goffin,R,180,BEL,28.83230664,104755,,,Richard Gasquet,R,185,FRA,33.30321697,6-2 6-3,3,R64,57,10,1,38,23,18,11,8,0,1,3,3,48,28,18,6,9,1,6,14,2190,52,1015
