tourney_id,tourney_name,surface,draw_size,tourney_level,tour_yr,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2014-339,Brisbane,Hard,28,A,2014,20131229,26,103720,,,Lleyton Hewitt,R,180,AUS,32.84599589,105453,2,,Kei Nishikori,R,178,JPN,24.00273785,5-7 6-4 6-3,3,SF,150,7,3,102,45,40,30,16,6,7,12,6,101,61,44,20,15,10,12,60,780,17,1915
2014-339,Brisbane,Hard,28,A,2014,20131229,27,103720,,,Lleyton Hewitt,R,180,AUS,32.84599589,103819,1,,Roger Federer,R,185,SUI,32.39425051,6-1 4-6 6-3,3,F,127,4,4,101,50,40,26,13,9,10,13,0,86,55,38,14,13,7,11,60,780,6,4205
2014-891,Chennai,Hard,28,A,2014,20131230,1,103794,,,Benjamin Becker,R,178,GER,32.53935661,104714,,,Julian Reister,R,188,GER,27.74537988,6-4 2-1 RET,3,R32,50,4,2,29,17,13,8,6,0,1,1,2,46,28,15,9,7,2,5,79,637,86,612
2014-891,Chennai,Hard,28,A,2014,20131230,2,105379,,,Aljaz Bedene,R,181,SLO,24.45174538,105967,,Q,Henri Laaksonen,R,185,SUI,21.74948665,6-3 5-7 7-6(0),3,R32,149,8,3,111,66,50,27,17,6,7,4,8,107,60,48,20,16,5,6,95,573,244,191
2014-891,Chennai,Hard,28,A,2014,20131230,3,104628,,Q,Alexander Kudryavtsev,R,183,RUS,28.1779603,105138,8,,Roberto Bautista Agut,R,183,ESP,25.71115674,6-4 3-6 6-3,3,R32,107,0,1,84,49,35,21,14,2,4,1,1,86,53,41,13,14,4,7,270,170,58,810
2014-891,Chennai,Hard,28,A,2014,20131230,4,106026,,WC,Yuki Bhambri,R,183,IND,21.48939083,105807,,,Pablo Carreno Busta,R,188,ESP,22.46954141,6-4 6-3,3,R32,76,2,2,46,23,18,15,9,0,1,3,3,61,35,25,10,10,0,4,195,258,64,739
2014-891,Chennai,Hard,28,A,2014,20131230,5,104229,,,Yen Hsun Lu,R,180,TPE,30.37919233,105065,,,Tim Smyczek,R,175,USA,26.00136893,6-4 6-2,3,R32,73,0,3,51,31,22,8,9,2,5,0,1,61,44,23,4,9,4,10,65,730,89,600
2014-891,Chennai,Hard,28,A,2014,20131230,6,105577,5,,Vasek Pospisil,R,193,CAN,23.52087611,106378,,WC,Kyle Edmund,R,188,GBR,18.97604381,6-3 7-5,3,R32,81,4,3,63,40,32,15,11,4,4,3,2,61,47,34,4,10,4,6,32,1219,376,110
2014-891,Chennai,Hard,28,A,2014,20131230,7,104719,6,,Marcel Granollers,R,190,ESP,27.71800137,105430,,Q,Radu Albot,R,175,MDA,24.13415469,6-4 3-6 6-0,3,R32,140,1,2,69,36,28,17,12,0,2,2,4,105,56,30,26,13,14,19,38,1110,169,311
2014-891,Chennai,Hard,28,A,2014,20131230,8,106368,,Q,Ramkumar Ramanathan,R,188,IND,19.1430527,104500,,,Somdev Devvarman,R,180,IND,28.87611225,4-6 6-3 6-4,3,R32,142,6,8,114,59,41,26,15,5,8,2,1,88,57,37,15,14,5,9,526,65,90,599
2014-891,Chennai,Hard,28,A,2014,20131230,9,104198,,,Guillermo Garcia Lopez,R,188,ESP,30.57357974,104873,,,Aleksandr Nedovyesov,R,193,KAZ,26.87200548,7-5 6-0,3,R32,71,3,2,47,26,20,16,9,0,0,1,5,59,32,19,12,9,5,9,62,768,93,586
2014-891,Chennai,Hard,28,A,2014,20131230,10,104273,7,,Edouard Roger Vasselin,R,188,FRA,30.08898015,105077,,,Albert Ramos,L,188,ESP,25.95208761,6-1 6-3,3,R32,71,2,2,53,37,23,11,8,2,3,1,5,55,30,18,6,8,5,10,52,908,83,617
2014-891,Chennai,Hard,28,A,2014,20131230,11,106210,,,Jiri Vesely,L,198,CZE,20.47364819,105233,,WC,Jeevan Nedunchezhiyan,L,,IND,25.19370294,7-5 6-2,3,R32,83,5,6,57,32,24,14,10,2,4,0,3,58,35,16,13,10,1,6,85,616,314,141
2014-891,Chennai,Hard,28,A,2014,20131230,12,104534,,,Dudi Sela,R,175,ISR,28.73921971,105041,,,Lukas Lacko,R,185,SVK,26.15742642,6-4 6-2,3,R32,87,2,1,67,42,29,14,9,5,6,4,6,77,46,26,15,9,6,10,73,681,81,625
2014-891,Chennai,Hard,28,A,2014,20131230,13,104527,1,,Stan Wawrinka,R,183,SUI,28.75838467,103794,,,Benjamin Becker,R,178,GER,32.53935661,6-3 6-1,3,R16,55,4,3,46,29,25,10,8,4,4,2,3,51,26,14,11,8,4,8,8,3730,79,637
2014-891,Chennai,Hard,28,A,2014,20131230,14,105379,,,Aljaz Bedene,R,181,SLO,24.45174538,104628,,Q,Alexander Kudryavtsev,R,183,RUS,28.1779603,1-6 3-0 RET,3,R16,43,4,1,25,16,11,5,5,0,2,1,0,32,20,14,7,5,0,1,95,573,270,170
2014-891,Chennai,Hard,28,A,2014,20131230,15,106026,,WC,Yuki Bhambri,R,183,IND,21.48939083,104926,3,,Fabio Fognini,R,178,ITA,26.6036961,6-1 5-5 RET,3,R16,66,2,2,57,35,25,12,9,2,3,1,3,45,30,19,7,8,3,6,195,258,16,1930
2014-891,Chennai,Hard,28,A,2014,20131230,16,105577,5,,Vasek Pospisil,R,193,CAN,23.52087611,104229,,,Yen Hsun Lu,R,180,TPE,30.37919233, W/O,3,R16,,,,,,,,,,,,,,,,,,,,32,1219,65,730
2014-891,Chennai,Hard,28,A,2014,20131230,17,104719,6,,Marcel Granollers,R,190,ESP,27.71800137,106368,,Q,Ramkumar Ramanathan,R,188,IND,19.1430527,6-2 6-4,3,R16,71,1,1,45,29,20,10,9,1,3,3,6,57,28,18,8,9,4,9,38,1110,526,65
2014-891,Chennai,Hard,28,A,2014,20131230,18,105332,4,,Benoit Paire,R,196,FRA,24.64613279,104198,,,Guillermo Garcia Lopez,R,188,ESP,30.57357974,6-1 6-4,3,R16,78,5,8,75,31,23,22,9,11,12,1,3,50,29,18,8,8,2,6,26,1345,62,768
2014-891,Chennai,Hard,28,A,2014,20131230,19,104273,7,,Edouard Roger Vasselin,R,188,FRA,30.08898015,106210,,,Jiri Vesely,L,198,CZE,20.47364819,6-4 6-4,3,R16,82,2,2,65,42,29,17,10,8,8,6,3,57,30,23,15,10,1,3,52,908,85,616
2014-891,Chennai,Hard,28,A,2014,20131230,20,104534,,,Dudi Sela,R,175,ISR,28.73921971,104022,2,,Mikhail Youzhny,R,183,RUS,31.51540041,3-1 RET,3,R16,24,0,1,14,8,6,2,2,2,3,1,1,22,14,6,3,2,4,6,73,681,15,2145
2014-891,Chennai,Hard,28,A,2014,20131230,21,104527,1,,Stan Wawrinka,R,183,SUI,28.75838467,105379,,,Aljaz Bedene,R,181,SLO,24.45174538,6-2 6-1,3,QF,66,4,4,54,32,20,10,7,5,7,3,4,52,23,9,11,8,4,11,8,3730,95,573
2014-891,Chennai,Hard,28,A,2014,20131230,22,105577,5,,Vasek Pospisil,R,193,CAN,23.52087611,106026,,WC,Yuki Bhambri,R,183,IND,21.48939083,6-3 6-3,3,QF,71,5,1,48,33,27,10,9,0,0,1,3,55,32,20,12,9,4,7,32,1219,195,258
2014-891,Chennai,Hard,28,A,2014,20131230,23,104719,6,,Marcel Granollers,R,190,ESP,27.71800137,105332,4,,Benoit Paire,R,196,FRA,24.64613279,6-2 3-6 7-6(5),3,QF,133,0,3,97,75,49,8,14,6,11,4,3,91,39,30,21,15,4,10,38,1110,26,1345
2014-891,Chennai,Hard,28,A,2014,20131230,24,104273,7,,Edouard Roger Vasselin,R,188,FRA,30.08898015,104534,,,Dudi Sela,R,175,ISR,28.73921971,7-5 6-7(6) 6-0,3,QF,126,3,4,114,71,50,20,15,8,10,1,3,83,51,32,16,15,2,8,52,908,73,681
2014-891,Chennai,Hard,28,A,2014,20131230,25,104527,1,,Stan Wawrinka,R,183,SUI,28.75838467,105577,5,,Vasek Pospisil,R,193,CAN,23.52087611,6-4 5-5 RET,3,SF,111,4,3,90,51,38,17,10,9,10,3,5,61,35,25,13,10,2,4,8,3730,32,1219
2014-891,Chennai,Hard,28,A,2014,20131230,26,104273,7,,Edouard Roger Vasselin,R,188,FRA,30.08898015,104719,6,,Marcel Granollers,R,190,ESP,27.71800137,6-2 4-6 6-3,3,SF,122,3,0,78,55,38,13,14,3,6,4,3,85,40,26,21,13,11,16,52,908,38,1110
2014-891,Chennai,Hard,28,A,2014,20131230,27,104527,1,,Stan Wawrinka,R,183,SUI,28.75838467,104273,7,,Edouard Roger Vasselin,R,188,FRA,30.08898015,7-5 6-2,3,F,96,5,2,63,35,25,20,10,1,1,1,1,79,54,36,9,10,5,8,8,3730,52,908
2014-451,Doha,Hard,32,A,2014,20131230,1,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,104586,,,Lukas Rosol,R,196,CZE,28.43531828,6-2 7-6(7),3,R32,104,3,3,76,52,35,14,10,4,5,3,2,84,48,27,19,10,3,6,1,13030,47,956
2014-451,Doha,Hard,32,A,2014,20131230,2,104735,,,Tobias Kamke,R,180,GER,27.61122519,104291,,WC,Malek Jaziri,R,185,TUN,29.94387406,6-3 6-4,3,R32,71,2,2,60,40,28,13,10,5,6,0,5,46,25,22,6,9,0,3,74,663,168,312
2014-451,Doha,Hard,32,A,2014,20131230,3,103997,,,Lukasz Kubot,R,190,POL,31.62491444,104593,,,Daniel Gimeno Traver,R,185,ESP,28.39698836,6-4 6-3,3,R32,79,0,2,62,39,27,11,10,0,2,2,0,59,39,24,9,9,7,11,72,686,77,650
2014-451,Doha,Hard,32,A,2014,20131230,4,105208,7,,Ernests Gulbis,R,190,LAT,25.33333333,105554,,Q,Daniel Evans,R,175,GBR,23.60574949,6-2 4-6 6-0,3,R32,90,9,3,66,39,30,12,12,2,5,3,5,79,46,18,19,12,6,13,24,1393,150,346
2014-451,Doha,Hard,32,A,2014,20131230,5,103333,,,Ivo Karlovic,R,208,CRO,34.83641342,104607,4,,Tomas Berdych,R,196,CZE,28.28473648,7-6(7) 7-6(4),3,R32,107,24,2,83,54,45,17,12,2,2,8,2,74,43,37,20,12,1,1,78,647,7,4180
2014-451,Doha,Hard,32,A,2014,20131230,6,104460,,Q,Dustin Brown,R,196,GER,29.05954825,104471,,,Ivan Dodig,R,183,CRO,28.99110198,6-4 6-2,3,R32,56,5,3,47,30,25,10,9,1,2,6,3,58,32,19,10,9,3,7,111,506,33,1190
2014-451,Doha,Hard,32,A,2014,20131230,7,105376,,Q,Peter Gojowczyk,R,185,GER,24.45995893,106233,,Q,Dominic Thiem,R,185,AUT,20.32306639,7-5 6-0,3,R32,65,3,0,53,31,22,17,9,1,1,2,6,55,30,18,9,9,4,8,162,321,139,410
2014-451,Doha,Hard,32,A,2014,20131230,8,104259,6,,Philipp Kohlschreiber,R,178,GER,30.20670773,104665,,,Pablo Andujar,R,180,ESP,27.93429158,7-6(7) 6-2,3,R32,96,2,4,71,37,25,16,10,4,8,0,5,67,35,19,12,10,3,9,22,1525,48,946
2014-451,Doha,Hard,32,A,2014,20131230,9,104269,8,,Fernando Verdasco,L,188,ESP,30.12457221,103835,,,Filippo Volandri,R,183,ITA,32.31759069,6-3 6-3,3,R32,67,3,3,57,42,33,6,9,5,6,0,1,55,38,20,8,9,3,7,30,1235,71,694
2014-451,Doha,Hard,32,A,2014,20131230,10,103812,,,Victor Hanescu,R,198,ROU,32.44353183,105311,,,Joao Sousa,R,185,POR,24.75290897,6-3 6-2,3,R32,67,11,1,50,35,27,10,9,1,1,1,2,48,31,19,6,8,3,6,80,636,49,934
2014-451,Doha,Hard,32,A,2014,20131230,11,104252,,,Florian Mayer,R,190,GER,30.23682409,104308,,,Michal Przysiezny,R,185,POL,29.86995209,6-2 3-6 7-6(5),3,R32,125,6,0,99,64,42,17,14,6,10,8,5,101,57,41,19,15,7,12,40,1065,66,730
2014-451,Doha,Hard,32,A,2014,20131230,12,104918,3,,Andy Murray,R,190,GBR,26.62833676,110476,,WC,Mousa Shanan Zayed,U,,QAT,19.8110883,6-0 6-0,3,R32,37,3,3,32,20,20,4,6,0,0,0,2,34,16,4,5,6,3,9,4,5790,2129,1
2014-451,Doha,Hard,32,A,2014,20131230,13,104755,5,,Richard Gasquet,R,185,FRA,27.53456537,111444,,WC,Karim Hossam,R,,EGY,19.72895277,7-5 6-1,3,R32,68,0,0,51,36,28,7,10,2,5,3,0,49,27,14,9,9,1,7,9,3300,338,127
2014-451,Doha,Hard,32,A,2014,20131230,14,104792,,,Gael Monfils,R,193,FRA,27.32922656,105053,,,Santiago Giraldo,R,188,COL,26.091718,7-6(1) 6-2,3,R32,78,9,3,55,37,32,12,10,0,0,2,0,68,42,27,13,10,7,9,31,1230,69,703
2014-451,Doha,Hard,32,A,2014,20131230,15,104978,,,Daniel Brands,R,196,GER,26.45585216,103786,,,Nikolay Davydenko,R,178,RUS,32.57768652,6-4 6-4,3,R32,80,8,1,74,54,37,14,10,5,5,0,5,66,51,34,5,10,5,7,54,836,53,890
2014-451,Doha,Hard,32,A,2014,20131230,16,103970,2,,David Ferrer,R,175,ESP,31.74537988,105238,,,Alexandr Dolgopolov,R,180,UKR,25.14442163,6-3 5-7 6-3,3,R32,124,2,1,92,66,42,13,15,5,9,2,1,98,63,37,15,15,5,11,3,5800,57,825
2014-451,Doha,Hard,32,A,2014,20131230,17,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,104735,,,Tobias Kamke,R,180,GER,27.61122519,6-3 6-7(3) 6-3,3,R16,146,5,0,92,68,50,15,16,1,2,3,6,100,54,39,23,14,9,12,1,13030,74,663
2014-451,Doha,Hard,32,A,2014,20131230,18,105208,7,,Ernests Gulbis,R,190,LAT,25.33333333,103997,,,Lukasz Kubot,R,190,POL,31.62491444,6-2 4-6 6-3,3,R16,129,12,3,87,64,44,14,14,3,5,1,3,105,65,38,21,13,12,16,24,1393,72,686
2014-451,Doha,Hard,32,A,2014,20131230,19,104460,,Q,Dustin Brown,R,196,GER,29.05954825,103333,,,Ivo Karlovic,R,208,CRO,34.83641342,3-6 7-6(13) 6-4,3,R16,109,4,4,91,61,47,18,15,0,2,21,3,110,80,61,13,16,4,6,111,506,78,647
2014-451,Doha,Hard,32,A,2014,20131230,20,105376,,Q,Peter Gojowczyk,R,185,GER,24.45995893,104259,6,,Philipp Kohlschreiber,R,178,GER,30.20670773,7-6(4) 7-6(7),3,R16,101,7,0,80,47,36,20,12,1,3,4,0,81,47,32,21,12,0,2,162,321,22,1525
2014-451,Doha,Hard,32,A,2014,20131230,21,103812,,,Victor Hanescu,R,198,ROU,32.44353183,104269,8,,Fernando Verdasco,L,188,ESP,30.12457221,4-6 7-6(0) 6-2,3,R16,117,3,0,96,76,57,11,15,3,4,4,4,85,60,42,16,15,1,3,80,636,30,1235
2014-451,Doha,Hard,32,A,2014,20131230,22,104252,,,Florian Mayer,R,190,GER,30.23682409,104918,3,,Andy Murray,R,190,GBR,26.62833676,3-6 6-4 6-2,3,R16,112,4,1,87,57,38,19,14,7,10,5,3,83,45,28,21,13,5,9,40,1065,4,5790
2014-451,Doha,Hard,32,A,2014,20131230,23,104792,,,Gael Monfils,R,193,FRA,27.32922656,104755,5,,Richard Gasquet,R,185,FRA,27.53456537,6-2 7-5,3,R16,63,9,2,53,37,32,8,10,0,1,0,1,59,51,28,6,10,3,7,31,1230,9,3300
2014-451,Doha,Hard,32,A,2014,20131230,24,104978,,,Daniel Brands,R,196,GER,26.45585216,103970,2,,David Ferrer,R,175,ESP,31.74537988,6-4 7-5,3,R16,75,5,0,57,42,33,10,11,2,3,2,1,66,48,31,9,11,4,7,54,836,3,5800
2014-451,Doha,Hard,32,A,2014,20131230,25,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,105208,7,,Ernests Gulbis,R,190,LAT,25.33333333,7-5 6-4,3,QF,115,3,0,72,58,37,9,11,3,5,9,3,72,45,33,10,11,4,8,1,13030,24,1393
2014-451,Doha,Hard,32,A,2014,20131230,26,105376,,Q,Peter Gojowczyk,R,185,GER,24.45995893,104460,,Q,Dustin Brown,R,196,GER,29.05954825,6-3 3-6 7-6(5),3,QF,117,4,2,110,60,41,24,15,11,15,9,4,110,70,43,19,15,4,8,162,321,111,506
2014-451,Doha,Hard,32,A,2014,20131230,27,104252,,,Florian Mayer,R,190,GER,30.23682409,103812,,,Victor Hanescu,R,198,ROU,32.44353183,6-4 6-7(8) 6-4,3,QF,135,4,3,99,58,40,25,16,4,6,6,2,111,84,55,12,16,7,11,40,1065,80,636
2014-451,Doha,Hard,32,A,2014,20131230,28,104792,,,Gael Monfils,R,193,FRA,27.32922656,104978,,,Daniel Brands,R,196,GER,26.45585216,6-2 6-1,3,QF,49,6,2,42,32,27,5,8,0,0,2,0,42,29,15,4,7,3,7,31,1230,54,836
2014-451,Doha,Hard,32,A,2014,20131230,29,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,105376,,Q,Peter Gojowczyk,R,185,GER,24.45995893,4-6 6-2 6-3,3,SF,120,5,2,72,46,35,11,13,1,4,1,4,84,46,29,17,14,10,16,1,13030,162,321
2014-451,Doha,Hard,32,A,2014,20131230,30,104792,,,Gael Monfils,R,193,FRA,27.32922656,104252,,,Florian Mayer,R,190,GER,30.23682409,6-3 6-2,3,SF,55,9,4,50,38,29,5,9,1,2,1,1,52,35,19,7,8,6,10,31,1230,40,1065
2014-451,Doha,Hard,32,A,2014,20131230,31,104745,1,,Rafael Nadal,L,185,ESP,27.57563313,104792,,,Gael Monfils,R,193,FRA,27.32922656,6-1 6-7(5) 6-2,3,F,120,2,0,82,63,46,16,14,4,5,13,4,87,63,42,11,13,6,11,1,13030,31,1230
2014-301,Auckland,Hard,28,A,2014,20140106,1,105385,,Q,Donald Young,L,183,USA,24.45722108,105643,,,Federico Delbonis,L,190,ARG,23.25530459,7-5 6-2,3,R32,86,2,4,59,41,33,9,10,2,3,2,2,82,59,33,12,10,9,13,96,563,54,826
2014-301,Auckland,Hard,28,A,2014,20140106,2,105053,,,Santiago Giraldo,R,188,COL,26.11088296,103656,,,Albert Montanes,R,175,ESP,33.11156742,6-1 7-6(3),3,R32,75,10,2,63,38,30,11,9,2,3,1,4,68,38,27,10,10,6,10,68,703,59,766
2014-301,Auckland,Hard,28,A,2014,20140106,3,104198,,,Guillermo Garcia Lopez,R,188,ESP,30.5927447,104898,8,,Robin Haase,R,190,NED,26.75427789,4-6 7-5 7-6(4),3,R32,131,4,6,107,55,41,27,17,4,7,7,4,100,72,54,10,17,0,3,58,776,44,977
2014-301,Auckland,Hard,28,A,2014,20140106,4,105449,,LL,Steve Johnson,R,188,USA,24.03559206,104571,,WC,Marcos Baghdatis,R,183,CYP,28.55578371,7-5 6-7(3) 6-4,3,R32,122,13,2,103,59,44,28,17,1,2,8,7,105,63,47,22,17,4,7,160,327,109,515
2014-301,Auckland,Hard,28,A,2014,20140106,5,104229,,,Yen Hsun Lu,R,180,TPE,30.39835729,104997,,,Igor Sijsling,R,190,NED,26.38740589,7-5 7-6(7),3,R32,85,3,2,76,49,34,16,12,1,3,11,2,76,36,30,18,12,4,7,62,730,69,697
2014-301,Auckland,Hard,28,A,2014,20140106,6,105614,,Q,Bradley Klahn,L,190,USA,23.38124572,104978,9,,Daniel Brands,R,196,GER,26.47501711,7-5 4-6 6-3,3,R32,112,12,2,103,76,56,13,16,6,7,8,4,110,83,56,12,15,13,15,95,568,57,779
